host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	acc	loss	lr	top_k_categorical_accuracy	val_acc	val_loss	val_top_k_categorical_accuracy	opts	n_model_params	versions	comment
talisker-10g	resnet56v1	cifar10	2.199592	50000	10000	1.	20180424:180345	20180424:180955	0	12.413399	38.292625	0.39534	2.02745331326	0.001	0.879180000076	0.4067	1.93282148666	0.9036	batch_size=256,scratchspace=/home/steinbac,num_classes=10,epochs=10,checkpoint_epochs=False,backend=keras,version=1,n_gpus=1,data_augmentation=True,n=9,subtract_pixel_mean=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	titanx-pascal:1,fs:nfs,singularity:lustre
talisker-10g	resnet56v1	cifar10	2.199592	50000	10000	1.	20180424:180345	20180424:180955	1	50.708987	35.112528	0.55388	1.55375167202	0.001	0.946	0.5072	1.81957447872	0.9132	batch_size=256,scratchspace=/home/steinbac,num_classes=10,epochs=10,checkpoint_epochs=False,backend=keras,version=1,n_gpus=1,data_augmentation=True,n=9,subtract_pixel_mean=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	titanx-pascal:1,fs:nfs,singularity:lustre
talisker-10g	resnet56v1	cifar10	2.199592	50000	10000	1.	20180424:180345	20180424:180955	2	85.824405	35.307196	0.629580000038	1.33648307426	0.001	0.964179999962	0.5694	1.58451159706	0.9497	batch_size=256,scratchspace=/home/steinbac,num_classes=10,epochs=10,checkpoint_epochs=False,backend=keras,version=1,n_gpus=1,data_augmentation=True,n=9,subtract_pixel_mean=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	titanx-pascal:1,fs:nfs,singularity:lustre
talisker-10g	resnet56v1	cifar10	2.199592	50000	10000	1.	20180424:180345	20180424:180955	3	121.135063	35.640929	0.67844	1.19049339989	0.001	0.972599999962	0.592	1.53558849621	0.9378	batch_size=256,scratchspace=/home/steinbac,num_classes=10,epochs=10,checkpoint_epochs=False,backend=keras,version=1,n_gpus=1,data_augmentation=True,n=9,subtract_pixel_mean=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	titanx-pascal:1,fs:nfs,singularity:lustre
talisker-10g	resnet56v1	cifar10	2.199592	50000	10000	1.	20180424:180345	20180424:180955	4	156.778818	35.744415	0.712360000019	1.0803516011	0.001	0.979280000019	0.6312	1.39222761917	0.964	batch_size=256,scratchspace=/home/steinbac,num_classes=10,epochs=10,checkpoint_epochs=False,backend=keras,version=1,n_gpus=1,data_augmentation=True,n=9,subtract_pixel_mean=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	titanx-pascal:1,fs:nfs,singularity:lustre
talisker-10g	resnet56v1	cifar10	2.199592	50000	10000	1.	20180424:180345	20180424:180955	5	192.526061	35.605569	0.74174	0.997697236328	0.001	0.98224	0.6024	1.6050100771	0.9647	batch_size=256,scratchspace=/home/steinbac,num_classes=10,epochs=10,checkpoint_epochs=False,backend=keras,version=1,n_gpus=1,data_augmentation=True,n=9,subtract_pixel_mean=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	titanx-pascal:1,fs:nfs,singularity:lustre
talisker-10g	resnet56v1	cifar10	2.199592	50000	10000	1.	20180424:180345	20180424:180955	6	228.134717	35.693769	0.762580000038	0.929053618622	0.001	0.985480000019	0.5964	1.52178989201	0.9371	batch_size=256,scratchspace=/home/steinbac,num_classes=10,epochs=10,checkpoint_epochs=False,backend=keras,version=1,n_gpus=1,data_augmentation=True,n=9,subtract_pixel_mean=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	titanx-pascal:1,fs:nfs,singularity:lustre
talisker-10g	resnet56v1	cifar10	2.199592	50000	10000	1.	20180424:180345	20180424:180955	7	263.831627	35.552366	0.780579999943	0.869976857395	0.001	0.988240000019	0.6714	1.24419973431	0.958	batch_size=256,scratchspace=/home/steinbac,num_classes=10,epochs=10,checkpoint_epochs=False,backend=keras,version=1,n_gpus=1,data_augmentation=True,n=9,subtract_pixel_mean=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	titanx-pascal:1,fs:nfs,singularity:lustre
talisker-10g	resnet56v1	cifar10	2.199592	50000	10000	1.	20180424:180345	20180424:180955	8	299.386887	35.641543	0.796000000095	0.824454936066	0.001	0.989620000019	0.544	2.36637984772	0.8675	batch_size=256,scratchspace=/home/steinbac,num_classes=10,epochs=10,checkpoint_epochs=False,backend=keras,version=1,n_gpus=1,data_augmentation=True,n=9,subtract_pixel_mean=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	titanx-pascal:1,fs:nfs,singularity:lustre
talisker-10g	resnet56v1	cifar10	2.199592	50000	10000	1.	20180424:180345	20180424:180955	9	335.03136	35.732462	0.809220000076	0.780368962498	0.001	0.9912	0.6517	1.3307737299	0.9697	batch_size=256,scratchspace=/home/steinbac,num_classes=10,epochs=10,checkpoint_epochs=False,backend=keras,version=1,n_gpus=1,data_augmentation=True,n=9,subtract_pixel_mean=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	titanx-pascal:1,fs:nfs,singularity:lustre
