host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	loss	acc	val_loss	val_acc	opts	n_model_params	versions	comment
taurusi2079	resnet32v1	cifar10	3.312948	50000	10000	1.	20180327:160119	20180327:162230	0	2.477659	85.944208	1.6868740468215941	0.456220000038147	2.680240036773682	0.3331	epochs=15,subtract_pixel_mean=True,n=5,num_classes=10,version=1,checkpoint_epochs=False,data_augmentation=True,batch_size=128,scratchspace=/home/h2/steinba/development/deeprace	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2079	resnet32v1	cifar10	3.312948	50000	10000	1.	20180327:160119	20180327:162230	1	88.422931	84.739896	1.2398867729949952	0.6244399999809265	1.5493074867248535	0.546	epochs=15,subtract_pixel_mean=True,n=5,num_classes=10,version=1,checkpoint_epochs=False,data_augmentation=True,batch_size=128,scratchspace=/home/h2/steinba/development/deeprace	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2079	resnet32v1	cifar10	3.312948	50000	10000	1.	20180327:160119	20180327:162230	2	173.164877	84.280806	1.0566541390228272	0.690739999961853	1.3666976124763488	0.6119	epochs=15,subtract_pixel_mean=True,n=5,num_classes=10,version=1,checkpoint_epochs=False,data_augmentation=True,batch_size=128,scratchspace=/home/h2/steinba/development/deeprace	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2079	resnet32v1	cifar10	3.312948	50000	10000	1.	20180327:160119	20180327:162230	3	257.447407	84.509473	0.9430760939788818	0.7333800000762939	1.265203447341919	0.6357	epochs=15,subtract_pixel_mean=True,n=5,num_classes=10,version=1,checkpoint_epochs=False,data_augmentation=True,batch_size=128,scratchspace=/home/h2/steinba/development/deeprace	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2079	resnet32v1	cifar10	3.312948	50000	10000	1.	20180327:160119	20180327:162230	4	341.958443	84.445943	0.8706382775306701	0.7592000000953675	1.6145975381851196	0.5857	epochs=15,subtract_pixel_mean=True,n=5,num_classes=10,version=1,checkpoint_epochs=False,data_augmentation=True,batch_size=128,scratchspace=/home/h2/steinba/development/deeprace	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2079	resnet32v1	cifar10	3.312948	50000	10000	1.	20180327:160119	20180327:162230	5	426.406112	84.309737	0.8141547605514526	0.77798	1.3610394359588622	0.6482	epochs=15,subtract_pixel_mean=True,n=5,num_classes=10,version=1,checkpoint_epochs=False,data_augmentation=True,batch_size=128,scratchspace=/home/h2/steinba/development/deeprace	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2079	resnet32v1	cifar10	3.312948	50000	10000	1.	20180327:160119	20180327:162230	6	510.717494	84.39068	0.7693068820381165	0.7936400001144409	1.6700877786636352	0.5941	epochs=15,subtract_pixel_mean=True,n=5,num_classes=10,version=1,checkpoint_epochs=False,data_augmentation=True,batch_size=128,scratchspace=/home/h2/steinba/development/deeprace	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2079	resnet32v1	cifar10	3.312948	50000	10000	1.	20180327:160119	20180327:162230	7	595.109206	84.554628	0.7344642153358459	0.804840000076294	1.3349932162284852	0.6206	epochs=15,subtract_pixel_mean=True,n=5,num_classes=10,version=1,checkpoint_epochs=False,data_augmentation=True,batch_size=128,scratchspace=/home/h2/steinba/development/deeprace	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2079	resnet32v1	cifar10	3.312948	50000	10000	1.	20180327:160119	20180327:162230	8	679.665877	84.619766	0.7046803121757508	0.8144199999809265	1.1245143129348756	0.7223	epochs=15,subtract_pixel_mean=True,n=5,num_classes=10,version=1,checkpoint_epochs=False,data_augmentation=True,batch_size=128,scratchspace=/home/h2/steinba/development/deeprace	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2079	resnet32v1	cifar10	3.312948	50000	10000	1.	20180327:160119	20180327:162230	9	764.287289	84.517811	0.6797339028358459	0.8233200000572205	1.0298827095031737	0.7215	epochs=15,subtract_pixel_mean=True,n=5,num_classes=10,version=1,checkpoint_epochs=False,data_augmentation=True,batch_size=128,scratchspace=/home/h2/steinba/development/deeprace	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
