host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	loss	acc	val_loss	val_acc	opts	n_model_params	versions	comment
taurusi2100	resnet32v1	cifar10	3.462709	50000	10000	1.	20180327:143828	20180327:145633	0	7.446405	75.546047	1.7784458484268189	0.43016000005722044	1.812359994506836	0.4426	n=5,data_augmentation=True,scratchspace=/home/steinba/development/deeprace,epochs=15,version=1,batch_size=256,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2100	resnet32v1	cifar10	3.462709	50000	10000	1.	20180327:143828	20180327:145633	1	82.993527	71.526701	1.3159685682296753	0.59362	1.3814111255645751	0.576	n=5,data_augmentation=True,scratchspace=/home/steinba/development/deeprace,epochs=15,version=1,batch_size=256,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2100	resnet32v1	cifar10	3.462709	50000	10000	1.	20180327:143828	20180327:145633	2	154.521973	71.508609	1.130050915298462	0.6606399999809265	1.5110470449447633	0.5581	n=5,data_augmentation=True,scratchspace=/home/steinba/development/deeprace,epochs=15,version=1,batch_size=256,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2100	resnet32v1	cifar10	3.462709	50000	10000	1.	20180327:143828	20180327:145633	3	226.03253	71.787236	1.0093043780708313	0.7063000000953674	1.3871410869598388	0.5974	n=5,data_augmentation=True,scratchspace=/home/steinba/development/deeprace,epochs=15,version=1,batch_size=256,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2100	resnet32v1	cifar10	3.462709	50000	10000	1.	20180327:143828	20180327:145633	4	297.821431	71.658898	0.916588118019104	0.7398600000762939	1.142053651046753	0.6792	n=5,data_augmentation=True,scratchspace=/home/steinba/development/deeprace,epochs=15,version=1,batch_size=256,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2100	resnet32v1	cifar10	3.462709	50000	10000	1.	20180327:143828	20180327:145633	5	369.482003	71.568042	0.8528750217819214	0.76076	1.0424583594322205	0.7082	n=5,data_augmentation=True,scratchspace=/home/steinba/development/deeprace,epochs=15,version=1,batch_size=256,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2100	resnet32v1	cifar10	3.462709	50000	10000	1.	20180327:143828	20180327:145633	6	441.05191	71.492363	0.8056646738624573	0.77756	1.3329088695526123	0.608	n=5,data_augmentation=True,scratchspace=/home/steinba/development/deeprace,epochs=15,version=1,batch_size=256,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2100	resnet32v1	cifar10	3.462709	50000	10000	1.	20180327:143828	20180327:145633	7	512.545293	71.65393	0.7606592733955383	0.79432	1.024401830482483	0.7125	n=5,data_augmentation=True,scratchspace=/home/steinba/development/deeprace,epochs=15,version=1,batch_size=256,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2100	resnet32v1	cifar10	3.462709	50000	10000	1.	20180327:143828	20180327:145633	8	584.201055	71.538097	0.7299136017608643	0.8037600000762939	1.0133522575378417	0.7309	n=5,data_augmentation=True,scratchspace=/home/steinba/development/deeprace,epochs=15,version=1,batch_size=256,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2100	resnet32v1	cifar10	3.462709	50000	10000	1.	20180327:143828	20180327:145633	9	655.741105	71.490402	0.6977610567283631	0.813800000038147	1.7792634099960327	0.5263	n=5,data_augmentation=True,scratchspace=/home/steinba/development/deeprace,epochs=15,version=1,batch_size=256,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2100	resnet32v1	cifar10	3.462709	50000	10000	1.	20180327:143828	20180327:145633	10	727.23316	71.506509	0.6799127179527282	0.82234	0.965818269443512	0.7391	n=5,data_augmentation=True,scratchspace=/home/steinba/development/deeprace,epochs=15,version=1,batch_size=256,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2100	resnet32v1	cifar10	3.462709	50000	10000	1.	20180327:143828	20180327:145633	11	798.741322	71.598642	0.6484285214996338	0.8339000001144409	1.0979848812103272	0.7183	n=5,data_augmentation=True,scratchspace=/home/steinba/development/deeprace,epochs=15,version=1,batch_size=256,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2100	resnet32v1	cifar10	3.462709	50000	10000	1.	20180327:143828	20180327:145633	12	870.341607	71.540528	0.6263855764007569	0.8396799999809265	0.7706165112495422	0.7998	n=5,data_augmentation=True,scratchspace=/home/steinba/development/deeprace,epochs=15,version=1,batch_size=256,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2100	resnet32v1	cifar10	3.462709	50000	10000	1.	20180327:143828	20180327:145633	13	941.883707	71.618459	0.6070994381141662	0.8444400001335144	0.8860817032814026	0.7645	n=5,data_augmentation=True,scratchspace=/home/steinba/development/deeprace,epochs=15,version=1,batch_size=256,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2100	resnet32v1	cifar10	3.462709	50000	10000	1.	20180327:143828	20180327:145633	14	1013.503671	71.586774	0.5903777444648742	0.8515400000953675	1.296092608833313	0.6509	n=5,data_augmentation=True,scratchspace=/home/steinba/development/deeprace,epochs=15,version=1,batch_size=256,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2067	resnet32v1	cifar10	2.254055	50000	10000	1.	20180327:143442	20180327:145258	0	7.594267	75.762211	1.7334758786010742	0.43856000002861023	1.8731908262252808	0.4253	num_classes=10,subtract_pixel_mean=True,data_augmentation=True,scratchspace=/home/steinba/development/deeprace,checkpoint_epochs=False,epochs=15,batch_size=256,n=5,version=1	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2067	resnet32v1	cifar10	2.254055	50000	10000	1.	20180327:143442	20180327:145258	1	83.357532	72.265319	1.320572313041687	0.5934599999809265	1.7651563161849975	0.508	num_classes=10,subtract_pixel_mean=True,data_augmentation=True,scratchspace=/home/steinba/development/deeprace,checkpoint_epochs=False,epochs=15,batch_size=256,n=5,version=1	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
