host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	loss	acc	val_loss	val_acc	opts	n_model_params	versions	comment
taurusi2068	resnet56v1	cifar10	2.200982	50000	10000	1.	20180327:150521	20180327:154147	0	12.018884	149.129435	1.8555426648712159	0.44676000004768374	1.6292504570007325	0.5368	version=1,epochs=15,n=9,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,batch_size=128,num_classes=10,checkpoint_epochs=False,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2068	resnet56v1	cifar10	2.200982	50000	10000	1.	20180327:150521	20180327:154147	1	161.149525	144.765888	1.4135684904479981	0.6040199999809265	1.9448809284210204	0.4987	version=1,epochs=15,n=9,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,batch_size=128,num_classes=10,checkpoint_epochs=False,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2068	resnet56v1	cifar10	2.200982	50000	10000	1.	20180327:150521	20180327:154147	2	305.918255	144.683649	1.1975717198944091	0.682899999961853	1.9986251161575317	0.4897	version=1,epochs=15,n=9,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,batch_size=128,num_classes=10,checkpoint_epochs=False,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2068	resnet56v1	cifar10	2.200982	50000	10000	1.	20180327:150521	20180327:154147	3	450.604236	144.627945	1.0588946015167235	0.729120000076294	1.6354071662902832	0.607	version=1,epochs=15,n=9,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,batch_size=128,num_classes=10,checkpoint_epochs=False,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2068	resnet56v1	cifar10	2.200982	50000	10000	1.	20180327:150521	20180327:154147	4	595.234242	144.717408	0.9682702061080932	0.757800000038147	1.660756955909729	0.5783	version=1,epochs=15,n=9,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,batch_size=128,num_classes=10,checkpoint_epochs=False,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2068	resnet56v1	cifar10	2.200982	50000	10000	1.	20180327:150521	20180327:154147	5	739.953929	144.68692	0.8979221336746216	0.7805200000953675	1.3682364985466002	0.6747	version=1,epochs=15,n=9,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,batch_size=128,num_classes=10,checkpoint_epochs=False,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2068	resnet56v1	cifar10	2.200982	50000	10000	1.	20180327:150521	20180327:154147	6	884.643012	144.589568	0.8497843962478637	0.795660000038147	1.5123104506492615	0.6383	version=1,epochs=15,n=9,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,batch_size=128,num_classes=10,checkpoint_epochs=False,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2068	resnet56v1	cifar10	2.200982	50000	10000	1.	20180327:150521	20180327:154147	7	1029.234626	144.556559	0.8017255494689941	0.808779999961853	1.2080799249649048	0.7014	version=1,epochs=15,n=9,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,batch_size=128,num_classes=10,checkpoint_epochs=False,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2068	resnet56v1	cifar10	2.200982	50000	10000	1.	20180327:150521	20180327:154147	8	1173.793482	144.698249	0.7703708038902283	0.8178600000572205	0.9898082529067993	0.7624	version=1,epochs=15,n=9,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,batch_size=128,num_classes=10,checkpoint_epochs=False,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2068	resnet56v1	cifar10	2.200982	50000	10000	1.	20180327:150521	20180327:154147	9	1318.493899	144.748571	0.7423397316741943	0.8259200000572204	1.2728828163146972	0.6841	version=1,epochs=15,n=9,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,batch_size=128,num_classes=10,checkpoint_epochs=False,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
