host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	loss	acc	val_loss	val_acc	opts	n_model_params	versions	comment
taurusi2076	resnet56v1	cifar10	2.253775	50000	10000	1.	20180327:152736	20180327:155744	0	13.406517	123.799253	2.0926258327484133	0.3760400001335144	2.069960855484009	0.4061000009059906	scratchspace=/home/steinba/development/deeprace,version=1,subtract_pixel_mean=True,num_classes=10,n=9,checkpoint_epochs=False,batch_size=512,epochs=15,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2076	resnet56v1	cifar10	2.253775	50000	10000	1.	20180327:152736	20180327:155744	1	137.208685	119.375184	1.6183660442733765	0.5298200001907348	1.7533250886917113	0.4936000007629395	scratchspace=/home/steinba/development/deeprace,version=1,subtract_pixel_mean=True,num_classes=10,n=9,checkpoint_epochs=False,batch_size=512,epochs=15,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2076	resnet56v1	cifar10	2.253775	50000	10000	1.	20180327:152736	20180327:155744	2	256.586693	119.339248	1.406195884437561	0.6105400004768372	1.5118427305221558	0.5805999998092651	scratchspace=/home/steinba/development/deeprace,version=1,subtract_pixel_mean=True,num_classes=10,n=9,checkpoint_epochs=False,batch_size=512,epochs=15,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2076	resnet56v1	cifar10	2.253775	50000	10000	1.	20180327:152736	20180327:155744	3	375.928841	119.324786	1.2504898058319092	0.6667800005912781	1.8033883848190309	0.5356999998092651	scratchspace=/home/steinba/development/deeprace,version=1,subtract_pixel_mean=True,num_classes=10,n=9,checkpoint_epochs=False,batch_size=512,epochs=15,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2076	resnet56v1	cifar10	2.253775	50000	10000	1.	20180327:152736	20180327:155744	4	495.25649	119.501563	1.1329056364822387	0.7076800000953675	1.8114636472702026	0.5690000013351441	scratchspace=/home/steinba/development/deeprace,version=1,subtract_pixel_mean=True,num_classes=10,n=9,checkpoint_epochs=False,batch_size=512,epochs=15,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2076	resnet56v1	cifar10	2.253775	50000	10000	1.	20180327:152736	20180327:155744	5	614.760893	119.335431	1.0479840272331238	0.7377400006675721	1.8083174936294555	0.5691999993324279	scratchspace=/home/steinba/development/deeprace,version=1,subtract_pixel_mean=True,num_classes=10,n=9,checkpoint_epochs=False,batch_size=512,epochs=15,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2076	resnet56v1	cifar10	2.253775	50000	10000	1.	20180327:152736	20180327:155744	6	734.100269	119.080301	0.9819748426055909	0.758960000038147	1.534688511657715	0.6221000005722046	scratchspace=/home/steinba/development/deeprace,version=1,subtract_pixel_mean=True,num_classes=10,n=9,checkpoint_epochs=False,batch_size=512,epochs=15,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2076	resnet56v1	cifar10	2.253775	50000	10000	1.	20180327:152736	20180327:155744	7	853.182568	119.177001	0.9358784189224243	0.7727200002098084	1.126469072151184	0.7153999999046325	scratchspace=/home/steinba/development/deeprace,version=1,subtract_pixel_mean=True,num_classes=10,n=9,checkpoint_epochs=False,batch_size=512,epochs=15,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2076	resnet56v1	cifar10	2.253775	50000	10000	1.	20180327:152736	20180327:155744	8	972.362399	119.34727	0.8810756957626342	0.7903199997520447	2.013092877960205	0.5671000004768372	scratchspace=/home/steinba/development/deeprace,version=1,subtract_pixel_mean=True,num_classes=10,n=9,checkpoint_epochs=False,batch_size=512,epochs=15,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2076	resnet56v1	cifar10	2.253775	50000	10000	1.	20180327:152736	20180327:155744	9	1091.711568	119.421454	0.8517979685783387	0.7972000001907349	1.294362665939331	0.6955999994277954	scratchspace=/home/steinba/development/deeprace,version=1,subtract_pixel_mean=True,num_classes=10,n=9,checkpoint_epochs=False,batch_size=512,epochs=15,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2076	resnet56v1	cifar10	2.253775	50000	10000	1.	20180327:152736	20180327:155744	10	1211.134268	119.344722	0.8091126024627685	0.8114600004196167	1.1911754781723023	0.7068000002861023	scratchspace=/home/steinba/development/deeprace,version=1,subtract_pixel_mean=True,num_classes=10,n=9,checkpoint_epochs=False,batch_size=512,epochs=15,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2076	resnet56v1	cifar10	2.253775	50000	10000	1.	20180327:152736	20180327:155744	11	1330.481905	119.475523	0.7847670697402954	0.8186000002670288	1.4054100854873657	0.6674000005722046	scratchspace=/home/steinba/development/deeprace,version=1,subtract_pixel_mean=True,num_classes=10,n=9,checkpoint_epochs=False,batch_size=512,epochs=15,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2076	resnet56v1	cifar10	2.253775	50000	10000	1.	20180327:152736	20180327:155744	12	1449.960358	119.128567	0.7508421656036377	0.8287200005722046	1.2969566774368286	0.6954	scratchspace=/home/steinba/development/deeprace,version=1,subtract_pixel_mean=True,num_classes=10,n=9,checkpoint_epochs=False,batch_size=512,epochs=15,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2076	resnet56v1	cifar10	2.253775	50000	10000	1.	20180327:152736	20180327:155744	13	1569.09162	119.366162	0.7360510104751586	0.8336999999618531	1.150019481086731	0.7184000005722045	scratchspace=/home/steinba/development/deeprace,version=1,subtract_pixel_mean=True,num_classes=10,n=9,checkpoint_epochs=False,batch_size=512,epochs=15,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2076	resnet56v1	cifar10	2.253775	50000	10000	1.	20180327:152736	20180327:155744	14	1688.460622	119.368366	0.7068160297584534	0.8445600004005432	1.4850432052612306	0.6481000005722046	scratchspace=/home/steinba/development/deeprace,version=1,subtract_pixel_mean=True,num_classes=10,n=9,checkpoint_epochs=False,batch_size=512,epochs=15,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2102	resnet56v1	cifar10	2.253915	50000	10000	1.	20180327:152707	20180327:155643	0	13.548942	121.966139	2.312853225326538	0.3297400000286102	2.089144453048706	0.3494000006198883	batch_size=512,subtract_pixel_mean=True,epochs=15,checkpoint_epochs=False,data_augmentation=True,num_classes=10,version=1,scratchspace=/home/steinba/development/deeprace,n=9	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2102	resnet56v1	cifar10	2.253915	50000	10000	1.	20180327:152707	20180327:155643	1	135.516359	117.168212	1.7449025053024292	0.4874400000667572	2.1878291316986083	0.37930000076293946	batch_size=512,subtract_pixel_mean=True,epochs=15,checkpoint_epochs=False,data_augmentation=True,num_classes=10,version=1,scratchspace=/home/steinba/development/deeprace,n=9	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2102	resnet56v1	cifar10	2.253915	50000	10000	1.	20180327:152707	20180327:155643	2	252.687444	117.138121	1.5720627619934082	0.5478200002384186	2.1786738403320314	0.40220000085830687	batch_size=512,subtract_pixel_mean=True,epochs=15,checkpoint_epochs=False,data_augmentation=True,num_classes=10,version=1,scratchspace=/home/steinba/development/deeprace,n=9	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2102	resnet56v1	cifar10	2.253915	50000	10000	1.	20180327:152707	20180327:155643	3	369.828449	117.150188	1.4038740439605712	0.6083000002288819	2.068672472000122	0.44020000047683716	batch_size=512,subtract_pixel_mean=True,epochs=15,checkpoint_epochs=False,data_augmentation=True,num_classes=10,version=1,scratchspace=/home/steinba/development/deeprace,n=9	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2102	resnet56v1	cifar10	2.253915	50000	10000	1.	20180327:152707	20180327:155643	4	486.981507	117.172304	1.2623664011001587	0.6528000004196167	1.4957892839431763	0.5750999994277954	batch_size=512,subtract_pixel_mean=True,epochs=15,checkpoint_epochs=False,data_augmentation=True,num_classes=10,version=1,scratchspace=/home/steinba/development/deeprace,n=9	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2102	resnet56v1	cifar10	2.253915	50000	10000	1.	20180327:152707	20180327:155643	5	604.155127	117.213858	1.1600110314559937	0.6891600003242493	1.5166415439605714	0.597000000667572	batch_size=512,subtract_pixel_mean=True,epochs=15,checkpoint_epochs=False,data_augmentation=True,num_classes=10,version=1,scratchspace=/home/steinba/development/deeprace,n=9	861770	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
