host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	loss	acc	val_loss	val_acc	opts	comment
taurusi2077	resnet32v1	cifar10	4.556485	50000	10000	1.0	20180309:082832	20180309:085313	0	4.401508	101.547391	1.5111649451065063	0.49724	1.6172423957824706	0.513	batch_size=32,num_classes=10,checkpoint_epochs=False,data_augmentation=True,subtract_pixel_mean=True,version=1,n=3,epochs=15	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.556485	50000	10000	1.0	20180309:082832	20180309:085313	1	105.950569	98.204846	1.152697583580017	0.63726	1.3625365814208985	0.6052	batch_size=32,num_classes=10,checkpoint_epochs=False,data_augmentation=True,subtract_pixel_mean=True,version=1,n=3,epochs=15	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.556485	50000	10000	1.0	20180309:082832	20180309:085313	2	204.156418	98.031476	0.9959800484466552	0.69724	1.08886683177948	0.6829	batch_size=32,num_classes=10,checkpoint_epochs=False,data_augmentation=True,subtract_pixel_mean=True,version=1,n=3,epochs=15	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.556485	50000	10000	1.0	20180309:082832	20180309:085313	3	302.188857	98.159514	0.9068487308311463	0.73518	0.9778129414558411	0.7188	batch_size=32,num_classes=10,checkpoint_epochs=False,data_augmentation=True,subtract_pixel_mean=True,version=1,n=3,epochs=15	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.556485	50000	10000	1.0	20180309:082832	20180309:085313	4	400.35002	98.189178	0.8508290106964111	0.75808	1.130903706073761	0.6913	batch_size=32,num_classes=10,checkpoint_epochs=False,data_augmentation=True,subtract_pixel_mean=True,version=1,n=3,epochs=15	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.556485	50000	10000	1.0	20180309:082832	20180309:085313	5	498.540873	98.197259	0.8063080456542969	0.77624	0.8868449047088623	0.7535	batch_size=32,num_classes=10,checkpoint_epochs=False,data_augmentation=True,subtract_pixel_mean=True,version=1,n=3,epochs=15	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.556485	50000	10000	1.0	20180309:082832	20180309:085313	6	596.739122	98.162808	0.7724781390190124	0.79106	0.9258382744789123	0.7529	batch_size=32,num_classes=10,checkpoint_epochs=False,data_augmentation=True,subtract_pixel_mean=True,version=1,n=3,epochs=15	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.556485	50000	10000	1.0	20180309:082832	20180309:085313	7	694.902889	98.18467	0.7404103433799744	0.80338	0.9537731657028198	0.7363	batch_size=32,num_classes=10,checkpoint_epochs=False,data_augmentation=True,subtract_pixel_mean=True,version=1,n=3,epochs=15	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.556485	50000	10000	1.0	20180309:082832	20180309:085313	8	793.088564	98.149802	0.7269224856758117	0.8067	0.8382708330154419	0.7719	batch_size=32,num_classes=10,checkpoint_epochs=False,data_augmentation=True,subtract_pixel_mean=True,version=1,n=3,epochs=15	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.556485	50000	10000	1.0	20180309:082832	20180309:085313	9	891.239969	98.161037	0.7009436635017395	0.8158	0.9062552018165588	0.7597	batch_size=32,num_classes=10,checkpoint_epochs=False,data_augmentation=True,subtract_pixel_mean=True,version=1,n=3,epochs=15	k80:1,fs:nfs:singularity:lustre
