host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	acc	loss	lr	top_k_categorical_accuracy	val_acc	val_loss	val_top_k_categorical_accuracy	opts	n_model_params	versions	deeprace_version	comment
talisker-10g	resnet56v1	cifar10	0.199438	50000	10000	1.	20180509:201538	20180509:204125	0	5.213387	160.83937	0.45032	1.8390465816497803	0.001	0.9044	0.5482	1.5106244756698608	0.9425	n=9,version=1,subtract_pixel_mean=True,num_classes=10,backend=tf.keras,n_gpus=1,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,epochs=10,checkpoint_epochs=False,batch_size=32,data_augmentation=True	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.199438	50000	10000	1.	20180509:201538	20180509:204125	1	166.055238	153.87337	0.61676	1.3244228046035766	0.001	0.95958	0.6485	1.2270261552810668	0.963	n=9,version=1,subtract_pixel_mean=True,num_classes=10,backend=tf.keras,n_gpus=1,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,epochs=10,checkpoint_epochs=False,batch_size=32,data_augmentation=True	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.199438	50000	10000	1.	20180509:201538	20180509:204125	2	319.930501	154.67688	0.68208	1.1329502412414552	0.001	0.97306	0.6629	1.211761336517334	0.9641	n=9,version=1,subtract_pixel_mean=True,num_classes=10,backend=tf.keras,n_gpus=1,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,epochs=10,checkpoint_epochs=False,batch_size=32,data_augmentation=True	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.199438	50000	10000	1.	20180509:201538	20180509:204125	3	474.609095	153.156358	0.7222	1.0094089603424072	0.001	0.9804	0.6722	1.1977280132293702	0.9731	n=9,version=1,subtract_pixel_mean=True,num_classes=10,backend=tf.keras,n_gpus=1,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,epochs=10,checkpoint_epochs=False,batch_size=32,data_augmentation=True	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.199438	50000	10000	1.	20180509:201538	20180509:204125	4	627.766855	151.600635	0.75378	0.9302983900642395	0.001	0.98276	0.7249	1.0149538041114807	0.9788	n=9,version=1,subtract_pixel_mean=True,num_classes=10,backend=tf.keras,n_gpus=1,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,epochs=10,checkpoint_epochs=False,batch_size=32,data_augmentation=True	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.199438	50000	10000	1.	20180509:201538	20180509:204125	5	779.36929	153.356824	0.77282	0.868398974609375	0.001	0.98622	0.7327	1.008383794593811	0.9774	n=9,version=1,subtract_pixel_mean=True,num_classes=10,backend=tf.keras,n_gpus=1,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,epochs=10,checkpoint_epochs=False,batch_size=32,data_augmentation=True	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.199438	50000	10000	1.	20180509:201538	20180509:204125	6	932.727462	153.314665	0.78822	0.8240922313308716	0.001	0.98754	0.7633	0.8872368113517761	0.9875	n=9,version=1,subtract_pixel_mean=True,num_classes=10,backend=tf.keras,n_gpus=1,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,epochs=10,checkpoint_epochs=False,batch_size=32,data_augmentation=True	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.199438	50000	10000	1.	20180509:201538	20180509:204125	7	1086.043858	153.328953	0.80254	0.7898258655929565	0.001	0.98872	0.6651	1.3400772548675537	0.9543	n=9,version=1,subtract_pixel_mean=True,num_classes=10,backend=tf.keras,n_gpus=1,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,epochs=10,checkpoint_epochs=False,batch_size=32,data_augmentation=True	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.199438	50000	10000	1.	20180509:201538	20180509:204125	8	1239.374708	153.219111	0.81288	0.7591667611122132	0.001	0.98982	0.7048	1.1011800155639648	0.9826	n=9,version=1,subtract_pixel_mean=True,num_classes=10,backend=tf.keras,n_gpus=1,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,epochs=10,checkpoint_epochs=False,batch_size=32,data_augmentation=True	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.199438	50000	10000	1.	20180509:201538	20180509:204125	9	1392.595624	154.147147	0.82042	0.7391773397827148	0.001	0.99128	0.7506	0.9326751411437988	0.9861	n=9,version=1,subtract_pixel_mean=True,num_classes=10,backend=tf.keras,n_gpus=1,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,epochs=10,checkpoint_epochs=False,batch_size=32,data_augmentation=True	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
