host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	acc	loss	lr	top_k_categorical_accuracy	val_acc	val_loss	val_top_k_categorical_accuracy	opts	n_model_params	versions	deeprace_version	comment
talisker-10g	resnet56v1	cifar10	0.19223	50000	10000	1.	20180509:204412	20180509:220450	0	3.1911	501.905833	0.45794	1.8057211244392395	0.001	0.9034	0.5911	1.4048397758483886	0.9554	data_augmentation=True,subtract_pixel_mean=True,epochs=10,n_gpus=2,num_classes=10,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,batch_size=16,version=1,n=9,checkpoint_epochs=False,backend=tf.keras	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.19223	50000	10000	1.	20180509:204412	20180509:220450	1	505.099705	480.841129	0.62404	1.3104441488456726	0.001	0.95892	0.6516	1.2616417719841004	0.9513	data_augmentation=True,subtract_pixel_mean=True,epochs=10,n_gpus=2,num_classes=10,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,batch_size=16,version=1,n=9,checkpoint_epochs=False,backend=tf.keras	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.19223	50000	10000	1.	20180509:204412	20180509:220450	2	985.941935	480.121201	0.6908	1.1287039175128937	0.001	0.97384	0.6968	1.1645040351867675	0.978	data_augmentation=True,subtract_pixel_mean=True,epochs=10,n_gpus=2,num_classes=10,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,batch_size=16,version=1,n=9,checkpoint_epochs=False,backend=tf.keras	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.19223	50000	10000	1.	20180509:204412	20180509:220450	3	1466.064337	475.550048	0.7286	1.028018100566864	0.001	0.97834	0.7354	1.0308897034168243	0.9701	data_augmentation=True,subtract_pixel_mean=True,epochs=10,n_gpus=2,num_classes=10,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,batch_size=16,version=1,n=9,checkpoint_epochs=False,backend=tf.keras	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.19223	50000	10000	1.	20180509:204412	20180509:220450	4	1941.615379	480.807395	0.75284	0.9600735116386414	0.001	0.98268	0.7728	0.894482806634903	0.988	data_augmentation=True,subtract_pixel_mean=True,epochs=10,n_gpus=2,num_classes=10,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,batch_size=16,version=1,n=9,checkpoint_epochs=False,backend=tf.keras	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.19223	50000	10000	1.	20180509:204412	20180509:220450	5	2422.423716	480.747866	0.77282	0.9048594333267211	0.001	0.98424	0.7982	0.8397603071689606	0.9884	data_augmentation=True,subtract_pixel_mean=True,epochs=10,n_gpus=2,num_classes=10,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,batch_size=16,version=1,n=9,checkpoint_epochs=False,backend=tf.keras	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.19223	50000	10000	1.	20180509:204412	20180509:220450	6	2903.173097	482.614694	0.78298	0.8733907886219024	0.001	0.987	0.7541	0.9777599991321564	0.9834	data_augmentation=True,subtract_pixel_mean=True,epochs=10,n_gpus=2,num_classes=10,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,batch_size=16,version=1,n=9,checkpoint_epochs=False,backend=tf.keras	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.19223	50000	10000	1.	20180509:204412	20180509:220450	7	3385.789112	476.237252	0.79614	0.8426370335292817	0.001	0.98756	0.8119	0.7889286850452423	0.9894	data_augmentation=True,subtract_pixel_mean=True,epochs=10,n_gpus=2,num_classes=10,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,batch_size=16,version=1,n=9,checkpoint_epochs=False,backend=tf.keras	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.19223	50000	10000	1.	20180509:204412	20180509:220450	8	3862.027543	488.311581	0.80284	0.8170963624858856	0.001	0.98932	0.7527	1.0184508003234862	0.9809	data_augmentation=True,subtract_pixel_mean=True,epochs=10,n_gpus=2,num_classes=10,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,batch_size=16,version=1,n=9,checkpoint_epochs=False,backend=tf.keras	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.19223	50000	10000	1.	20180509:204412	20180509:220450	9	4350.340385	487.383866	0.8101	0.7976663899517059	0.001	0.98876	0.8271	0.7598832889556885	0.9916	data_augmentation=True,subtract_pixel_mean=True,epochs=10,n_gpus=2,num_classes=10,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,batch_size=16,version=1,n=9,checkpoint_epochs=False,backend=tf.keras	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
