host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	acc	loss	val_acc	val_loss	opts	n_model_params	versions	deeprace_version	comment
talisker-10g	care_denoise2d	care_2d	8.577569	768	0	1.	20180512:073219	20180512:073252	0	6.9e-05	8.084543	0.005313680073254446	0.055072299866531414	0.005528833983199937	0.039412897854269324	batch_size=32,n_dims=2,depth=2,backend=keras,n_gpus=1,version=1,epochs=10,n_conv_per_depth=2,n_depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,checkpoint_epochs=False,filter_base=16,validation_split=0.1,n_row=3,n_col=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	care_denoise2d	care_2d	8.577569	768	0	1.	20180512:073219	20180512:073252	1	8.084759	2.762344	0.005484728666909265	0.03544979332777767	0.005543300119990652	0.027730192964920748	batch_size=32,n_dims=2,depth=2,backend=keras,n_gpus=1,version=1,epochs=10,n_conv_per_depth=2,n_depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,checkpoint_epochs=False,filter_base=16,validation_split=0.1,n_row=3,n_col=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	care_denoise2d	care_2d	8.577569	768	0	1.	20180512:073219	20180512:073252	2	10.847226	2.763108	0.0055042934811548715	0.023711331655013924	0.005564702051848947	0.01856435736181674	batch_size=32,n_dims=2,depth=2,backend=keras,n_gpus=1,version=1,epochs=10,n_conv_per_depth=2,n_depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,checkpoint_epochs=False,filter_base=16,validation_split=0.1,n_row=3,n_col=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	care_denoise2d	care_2d	8.577569	768	0	1.	20180512:073219	20180512:073252	3	13.610452	2.762821	0.005512574298088957	0.017109182610698097	0.005571835988818051	0.012925053474965033	batch_size=32,n_dims=2,depth=2,backend=keras,n_gpus=1,version=1,epochs=10,n_conv_per_depth=2,n_depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,checkpoint_epochs=False,filter_base=16,validation_split=0.1,n_row=3,n_col=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	care_denoise2d	care_2d	8.577569	768	0	1.	20180512:073219	20180512:073252	4	16.373398	2.76784	0.00551520208470987	0.01229924512770992	0.005573223133317449	0.009069980001198007	batch_size=32,n_dims=2,depth=2,backend=keras,n_gpus=1,version=1,epochs=10,n_conv_per_depth=2,n_depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,checkpoint_epochs=False,filter_base=16,validation_split=0.1,n_row=3,n_col=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	care_denoise2d	care_2d	8.577569	768	0	1.	20180512:073219	20180512:073252	5	19.141375	2.764612	0.005515533312750838	0.008967055681710133	0.005573619465500891	0.008335162135590981	batch_size=32,n_dims=2,depth=2,backend=keras,n_gpus=1,version=1,epochs=10,n_conv_per_depth=2,n_depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,checkpoint_epochs=False,filter_base=16,validation_split=0.1,n_row=3,n_col=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	care_denoise2d	care_2d	8.577569	768	0	1.	20180512:073219	20180512:073252	6	21.906106	2.776473	0.005515533308707469	0.008455684686864034	0.00557342129940917	0.005983349468026843	batch_size=32,n_dims=2,depth=2,backend=keras,n_gpus=1,version=1,epochs=10,n_conv_per_depth=2,n_depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,checkpoint_epochs=False,filter_base=16,validation_split=0.1,n_row=3,n_col=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	care_denoise2d	care_2d	8.577569	768	0	1.	20180512:073219	20180512:073252	7	24.682733	2.778132	0.005515732049036302	0.007094250517518579	0.005573619465500891	0.005668063454523489	batch_size=32,n_dims=2,depth=2,backend=keras,n_gpus=1,version=1,epochs=10,n_conv_per_depth=2,n_depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,checkpoint_epochs=False,filter_base=16,validation_split=0.1,n_row=3,n_col=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	care_denoise2d	care_2d	8.577569	768	0	1.	20180512:073219	20180512:073252	8	27.460972	2.778991	0.005515687884668538	0.007121263067177383	0.005573619465500891	0.005228297530927442	batch_size=32,n_dims=2,depth=2,backend=keras,n_gpus=1,version=1,epochs=10,n_conv_per_depth=2,n_depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,checkpoint_epochs=False,filter_base=16,validation_split=0.1,n_row=3,n_col=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	care_denoise2d	care_2d	8.577569	768	0	1.	20180512:073219	20180512:073252	9	30.24009	2.7822	0.005515754135263552	0.006548214466587334	0.005573619465500891	0.004943746335610941	batch_size=32,n_dims=2,depth=2,backend=keras,n_gpus=1,version=1,epochs=10,n_conv_per_depth=2,n_depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,checkpoint_epochs=False,filter_base=16,validation_split=0.1,n_row=3,n_col=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
