host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	acc	loss	val_acc	val_loss	opts	n_model_params	versions	deeprace_version	comment
talisker-10g	care_denoise2d	care_2d	8.986116	768	0	1.	20180512:073219	20180512:073254	0	9.1e-05	8.135209	0.005370652106996254	0.05241754737867288	0.005346124792205436	0.04467143186114051	version=1,epochs=10,n_row=3,n_dims=2,validation_split=0.1,backend=tf.keras,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,checkpoint_epochs=False,n_gpus=1,n_col=3,batch_size=32,filter_base=16,depth=2,n_depth=2,n_conv_per_depth=2	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	care_denoise2d	care_2d	8.986116	768	0	1.	20180512:073219	20180512:073254	1	8.13543	2.962909	0.005497315509026457	0.03676091621908886	0.005350088138230048	0.03323323613443932	version=1,epochs=10,n_row=3,n_dims=2,validation_split=0.1,backend=tf.keras,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,checkpoint_epochs=False,n_gpus=1,n_col=3,batch_size=32,filter_base=16,depth=2,n_depth=2,n_conv_per_depth=2	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	care_denoise2d	care_2d	8.986116	768	0	1.	20180512:073219	20180512:073254	2	11.098456	2.965253	0.0055172557224197425	0.02649081284625054	0.005377038769036918	0.02605937987372473	version=1,epochs=10,n_row=3,n_dims=2,validation_split=0.1,backend=tf.keras,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,checkpoint_epochs=False,n_gpus=1,n_col=3,batch_size=32,filter_base=16,depth=2,n_depth=2,n_conv_per_depth=2	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	care_denoise2d	care_2d	8.986116	768	0	1.	20180512:073219	20180512:073254	3	14.063852	2.978165	0.0055284293081379575	0.02029554038032264	0.00537941674399492	0.018822435882281174	version=1,epochs=10,n_row=3,n_dims=2,validation_split=0.1,backend=tf.keras,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,checkpoint_epochs=False,n_gpus=1,n_col=3,batch_size=32,filter_base=16,depth=2,n_depth=2,n_conv_per_depth=2	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	care_denoise2d	care_2d	8.986116	768	0	1.	20180512:073219	20180512:073254	4	17.042145	2.980475	0.005534082343168395	0.014824869962983296	0.005385361726746544	0.013951636100937794	version=1,epochs=10,n_row=3,n_dims=2,validation_split=0.1,backend=tf.keras,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,checkpoint_epochs=False,n_gpus=1,n_col=3,batch_size=32,filter_base=16,depth=2,n_depth=2,n_conv_per_depth=2	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	care_denoise2d	care_2d	8.986116	768	0	1.	20180512:073219	20180512:073254	5	20.02278	2.982533	0.005536158076540045	0.010639813666632223	0.005385361726746544	0.011522350736059152	version=1,epochs=10,n_row=3,n_dims=2,validation_split=0.1,backend=tf.keras,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,checkpoint_epochs=False,n_gpus=1,n_col=3,batch_size=32,filter_base=16,depth=2,n_depth=2,n_conv_per_depth=2	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	care_denoise2d	care_2d	8.986116	768	0	1.	20180512:073219	20180512:073254	6	23.005438	2.982731	0.005536356810803826	0.009365225357021032	0.005385361726746544	0.012894417546302467	version=1,epochs=10,n_row=3,n_dims=2,validation_split=0.1,backend=tf.keras,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,checkpoint_epochs=False,n_gpus=1,n_col=3,batch_size=32,filter_base=16,depth=2,n_depth=2,n_conv_per_depth=2	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	care_denoise2d	care_2d	8.986116	768	0	1.	20180512:073219	20180512:073254	7	25.988308	2.986932	0.005536555558545502	0.008322646750431028	0.005385361726746544	0.014196701214781829	version=1,epochs=10,n_row=3,n_dims=2,validation_split=0.1,backend=tf.keras,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,checkpoint_epochs=False,n_gpus=1,n_col=3,batch_size=32,filter_base=16,depth=2,n_depth=2,n_conv_per_depth=2	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	care_denoise2d	care_2d	8.986116	768	0	1.	20180512:073219	20180512:073254	8	28.975364	2.975069	0.005536445148973881	0.008204865103584813	0.005385559892838264	0.00996645406952926	version=1,epochs=10,n_row=3,n_dims=2,validation_split=0.1,backend=tf.keras,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,checkpoint_epochs=False,n_gpus=1,n_col=3,batch_size=32,filter_base=16,depth=2,n_depth=2,n_conv_per_depth=2	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	care_denoise2d	care_2d	8.986116	768	0	1.	20180512:073219	20180512:073254	9	31.950529	2.982324	0.005536621805097148	0.007311439453644405	0.005385559892838264	0.009668093059792535	version=1,epochs=10,n_row=3,n_dims=2,validation_split=0.1,backend=tf.keras,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,checkpoint_epochs=False,n_gpus=1,n_col=3,batch_size=32,filter_base=16,depth=2,n_depth=2,n_conv_per_depth=2	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
