host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	acc	loss	val_acc	val_loss	opts	n_model_params	versions	deeprace_version	comment
talisker-10g	care_denoise2d	care_2d	8.819618	768	0	1.	20180512:073310	20180512:073339	0	0.000102	5.195511	0.005411901625814038	0.0431569338777519	0.005477508941254058	0.031110432192489698	epochs=10,n_dims=2,filter_base=16,validation_split=0.1,n_depth=2,batch_size=16,n_col=3,checkpoint_epochs=False,n_gpus=2,version=1,n_row=3,depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=tf.keras,n_conv_per_depth=2	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	8.819618	768	0	1.	20180512:073310	20180512:073339	1	5.195756	2.698708	0.005517763616018504	0.0208361038692867	0.005489398936995051	0.014420655592308417	epochs=10,n_dims=2,filter_base=16,validation_split=0.1,n_depth=2,batch_size=16,n_col=3,checkpoint_epochs=False,n_gpus=2,version=1,n_row=3,depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=tf.keras,n_conv_per_depth=2	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	8.819618	768	0	1.	20180512:073310	20180512:073339	2	7.894564	2.683816	0.005523747886502751	0.011159171879981602	0.00548999338688982	0.012834253781414652	epochs=10,n_dims=2,filter_base=16,validation_split=0.1,n_depth=2,batch_size=16,n_col=3,checkpoint_epochs=False,n_gpus=2,version=1,n_row=3,depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=tf.keras,n_conv_per_depth=2	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	8.819618	768	0	1.	20180512:073310	20180512:073339	3	10.578494	2.627474	0.005524542845122505	0.008843907582345815	0.005490786081494449	0.008008834911969962	epochs=10,n_dims=2,filter_base=16,validation_split=0.1,n_depth=2,batch_size=16,n_col=3,checkpoint_epochs=False,n_gpus=2,version=1,n_row=3,depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=tf.keras,n_conv_per_depth=2	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	8.819618	768	0	1.	20180512:073310	20180512:073339	4	13.206087	2.643539	0.005524807832002984	0.007925949775776927	0.005490786081494449	0.006823510258131987	epochs=10,n_dims=2,filter_base=16,validation_split=0.1,n_depth=2,batch_size=16,n_col=3,checkpoint_epochs=False,n_gpus=2,version=1,n_row=3,depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=tf.keras,n_conv_per_depth=2	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	8.819618	768	0	1.	20180512:073310	20180512:073339	5	15.849721	2.688677	0.005524896160064618	0.006492027158373171	0.005490984247586169	0.005760758546749492	epochs=10,n_dims=2,filter_base=16,validation_split=0.1,n_depth=2,batch_size=16,n_col=3,checkpoint_epochs=False,n_gpus=2,version=1,n_row=3,depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=tf.keras,n_conv_per_depth=2	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	8.819618	768	0	1.	20180512:073310	20180512:073339	6	18.538504	2.635444	0.005525050735351793	0.006182009987694827	0.005490984247586169	0.005181672456734753	epochs=10,n_dims=2,filter_base=16,validation_split=0.1,n_depth=2,batch_size=16,n_col=3,checkpoint_epochs=False,n_gpus=2,version=1,n_row=3,depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=tf.keras,n_conv_per_depth=2	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	8.819618	768	0	1.	20180512:073310	20180512:073339	7	21.174053	2.666163	0.005525094900393451	0.006590208534000363	0.005490984247586169	0.0053186419014758495	epochs=10,n_dims=2,filter_base=16,validation_split=0.1,n_depth=2,batch_size=16,n_col=3,checkpoint_epochs=False,n_gpus=2,version=1,n_row=3,depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=tf.keras,n_conv_per_depth=2	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	8.819618	768	0	1.	20180512:073310	20180512:073339	8	23.840314	2.692355	0.005525161146271203	0.005750618451820786	0.005490984247586169	0.005427136584850294	epochs=10,n_dims=2,filter_base=16,validation_split=0.1,n_depth=2,batch_size=16,n_col=3,checkpoint_epochs=False,n_gpus=2,version=1,n_row=3,depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=tf.keras,n_conv_per_depth=2	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	8.819618	768	0	1.	20180512:073310	20180512:073339	9	26.532773	2.668649	0.005525072818209569	0.006038504391376269	0.005490984247586169	0.008478282950818539	epochs=10,n_dims=2,filter_base=16,validation_split=0.1,n_depth=2,batch_size=16,n_col=3,checkpoint_epochs=False,n_gpus=2,version=1,n_row=3,depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=tf.keras,n_conv_per_depth=2	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
