host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	acc	loss	lr	top_k_categorical_accuracy	val_acc	val_loss	val_top_k_categorical_accuracy	opts	n_model_params	versions	deeprace_version	comment
talisker-10g	resnet56v1	cifar10	0.196559	50000	10000	1.	20180510:182825	20180510:192902	0	4.337439	368.816936	0.46538	1.8178210655403138	0.001	0.9063	0.502	1.823368521976471	0.9366	version=1,data_augmentation=True,batch_size=16,n_gpus=1,epochs=10,n=9,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,num_classes=10,backend=keras,checkpoint_epochs=False,subtract_pixel_mean=True	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.196559	50000	10000	1.	20180510:182825	20180510:192902	1	373.156554	362.804749	0.63376	1.3356457245445252	0.001	0.96294	0.5944	1.5123881326675415	0.952	version=1,data_augmentation=True,batch_size=16,n_gpus=1,epochs=10,n=9,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,num_classes=10,backend=keras,checkpoint_epochs=False,subtract_pixel_mean=True	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.196559	50000	10000	1.	20180510:182825	20180510:192902	2	735.963532	362.364924	0.68898	1.1787798364639281	0.001	0.97136	0.7049	1.1413777527809144	0.9785	version=1,data_augmentation=True,batch_size=16,n_gpus=1,epochs=10,n=9,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,num_classes=10,backend=keras,checkpoint_epochs=False,subtract_pixel_mean=True	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.196559	50000	10000	1.	20180510:182825	20180510:192902	3	1098.331251	362.648762	0.71982	1.0876285022830963	0.001	0.97754	0.6384	1.4849932469367981	0.9607	version=1,data_augmentation=True,batch_size=16,n_gpus=1,epochs=10,n=9,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,num_classes=10,backend=keras,checkpoint_epochs=False,subtract_pixel_mean=True	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.196559	50000	10000	1.	20180510:182825	20180510:192902	4	1460.982923	362.722149	0.74372	1.0186362844848633	0.001	0.98	0.6332	1.5496169729232787	0.9535	version=1,data_augmentation=True,batch_size=16,n_gpus=1,epochs=10,n=9,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,num_classes=10,backend=keras,checkpoint_epochs=False,subtract_pixel_mean=True	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.196559	50000	10000	1.	20180510:182825	20180510:192902	5	1823.70827	363.099039	0.76062	0.9673571033287048	0.001	0.9832	0.6697	1.3290942748546601	0.9443	version=1,data_augmentation=True,batch_size=16,n_gpus=1,epochs=10,n=9,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,num_classes=10,backend=keras,checkpoint_epochs=False,subtract_pixel_mean=True	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.196559	50000	10000	1.	20180510:182825	20180510:192902	6	2186.809852	362.968217	0.7738	0.9252736068344116	0.001	0.9844	0.6394	1.440764549779892	0.9611	version=1,data_augmentation=True,batch_size=16,n_gpus=1,epochs=10,n=9,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,num_classes=10,backend=keras,checkpoint_epochs=False,subtract_pixel_mean=True	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.196559	50000	10000	1.	20180510:182825	20180510:192902	7	2549.780491	362.426887	0.78354	0.8943045832538604	0.001	0.98562	0.7508	0.9938555003643036	0.9856	version=1,data_augmentation=True,batch_size=16,n_gpus=1,epochs=10,n=9,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,num_classes=10,backend=keras,checkpoint_epochs=False,subtract_pixel_mean=True	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.196559	50000	10000	1.	20180510:182825	20180510:192902	8	2912.20997	362.827547	0.79212	0.8618373966979981	0.001	0.98752	0.7375	1.0854131224632264	0.9784	version=1,data_augmentation=True,batch_size=16,n_gpus=1,epochs=10,n=9,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,num_classes=10,backend=keras,checkpoint_epochs=False,subtract_pixel_mean=True	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.196559	50000	10000	1.	20180510:182825	20180510:192902	9	3275.039909	361.585338	0.80064	0.8353037141799927	0.001	0.98802	0.7502	1.0119579174995423	0.9804	version=1,data_augmentation=True,batch_size=16,n_gpus=1,epochs=10,n=9,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,num_classes=10,backend=keras,checkpoint_epochs=False,subtract_pixel_mean=True	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.191003	50000	10000	1.	20180511:042135	20180511:052136	0	4.354986	361.31948	0.47172	1.774109912853241	0.001	0.91324	0.5527	1.6474347246170045	0.9224	scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=keras,checkpoint_epochs=False,num_classes=10,subtract_pixel_mean=True,version=1,batch_size=16,epochs=10,data_augmentation=True,n=9,n_gpus=1	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.191003	50000	10000	1.	20180511:042135	20180511:052136	1	365.676527	356.794501	0.63586	1.3070162717056275	0.001	0.96172	0.6661	1.226992734670639	0.9699	scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=keras,checkpoint_epochs=False,num_classes=10,subtract_pixel_mean=True,version=1,batch_size=16,epochs=10,data_augmentation=True,n=9,n_gpus=1	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.191003	50000	10000	1.	20180511:042135	20180511:052136	2	722.473268	358.114396	0.69224	1.1431362077617646	0.001	0.97246	0.7043	1.1464036561012267	0.9709	scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=keras,checkpoint_epochs=False,num_classes=10,subtract_pixel_mean=True,version=1,batch_size=16,epochs=10,data_augmentation=True,n=9,n_gpus=1	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.191003	50000	10000	1.	20180511:042135	20180511:052136	3	1080.589661	359.505622	0.72622	1.0438699573993684	0.001	0.97832	0.6943	1.1623004551410676	0.972	scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=keras,checkpoint_epochs=False,num_classes=10,subtract_pixel_mean=True,version=1,batch_size=16,epochs=10,data_augmentation=True,n=9,n_gpus=1	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.191003	50000	10000	1.	20180511:042135	20180511:052136	4	1440.098065	360.136539	0.754	0.9776652482509613	0.001	0.98182	0.7326	1.0301165341377259	0.9821	scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=keras,checkpoint_epochs=False,num_classes=10,subtract_pixel_mean=True,version=1,batch_size=16,epochs=10,data_augmentation=True,n=9,n_gpus=1	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.191003	50000	10000	1.	20180511:042135	20180511:052136	5	1800.236891	360.28874	0.76776	0.9331920983409882	0.001	0.98394	0.7309	1.0657860846519471	0.976	scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=keras,checkpoint_epochs=False,num_classes=10,subtract_pixel_mean=True,version=1,batch_size=16,epochs=10,data_augmentation=True,n=9,n_gpus=1	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.191003	50000	10000	1.	20180511:042135	20180511:052136	6	2160.52814	360.879722	0.78188	0.8896888107013703	0.001	0.98504	0.7101	1.156154039335251	0.9618	scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=keras,checkpoint_epochs=False,num_classes=10,subtract_pixel_mean=True,version=1,batch_size=16,epochs=10,data_augmentation=True,n=9,n_gpus=1	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.191003	50000	10000	1.	20180511:042135	20180511:052136	7	2521.410538	360.410646	0.79176	0.8608030179882049	0.001	0.98704	0.7697	0.9446325637817383	0.9868	scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=keras,checkpoint_epochs=False,num_classes=10,subtract_pixel_mean=True,version=1,batch_size=16,epochs=10,data_augmentation=True,n=9,n_gpus=1	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.191003	50000	10000	1.	20180511:042135	20180511:052136	8	2881.823638	360.438051	0.79768	0.8374900085163116	0.001	0.98802	0.7309	1.1321786746025087	0.9684	scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=keras,checkpoint_epochs=False,num_classes=10,subtract_pixel_mean=True,version=1,batch_size=16,epochs=10,data_augmentation=True,n=9,n_gpus=1	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
talisker-10g	resnet56v1	cifar10	0.191003	50000	10000	1.	20180511:042135	20180511:052136	9	3242.264541	359.42889	0.8065	0.811577556629181	0.001	0.98938	0.7889	0.8731086726665497	0.9885	scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=keras,checkpoint_epochs=False,num_classes=10,subtract_pixel_mean=True,version=1,batch_size=16,epochs=10,data_augmentation=True,n=9,n_gpus=1	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:1,singularity,pinned
