host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	acc	loss	lr	top_k_categorical_accuracy	val_acc	val_loss	val_top_k_categorical_accuracy	opts	n_model_params	versions	deeprace_version	comment
talisker-10g	resnet56v1	cifar10	0.204684	50000	10000	1.	20180511:092809	20180511:101207	0	5.252772	273.198396	0.44246	1.8659996853256227	0.001	0.89772	0.4853	1.8241085214614867	0.9174	n_gpus=2,subtract_pixel_mean=True,epochs=10,batch_size=32,num_classes=10,n=9,version=1,data_augmentation=True,checkpoint_epochs=False,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.204684	50000	10000	1.	20180511:092809	20180511:101207	1	278.454872	260.751684	0.60472	1.4091235277938843	0.001	0.95504	0.5212	1.7741803411483765	0.9255	n_gpus=2,subtract_pixel_mean=True,epochs=10,batch_size=32,num_classes=10,n=9,version=1,data_augmentation=True,checkpoint_epochs=False,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.204684	50000	10000	1.	20180511:092809	20180511:101207	2	539.211011	264.827898	0.68068	1.1926626179504394	0.001	0.97084	0.648	1.2981102821350097	0.9647	n_gpus=2,subtract_pixel_mean=True,epochs=10,batch_size=32,num_classes=10,n=9,version=1,data_augmentation=True,checkpoint_epochs=False,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.204684	50000	10000	1.	20180511:092809	20180511:101207	3	804.041461	263.690328	0.72048	1.0742242179107666	0.001	0.97684	0.698	1.2101169305801391	0.9627	n_gpus=2,subtract_pixel_mean=True,epochs=10,batch_size=32,num_classes=10,n=9,version=1,data_augmentation=True,checkpoint_epochs=False,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.204684	50000	10000	1.	20180511:092809	20180511:101207	4	1067.735078	263.186467	0.75112	0.9921750178909302	0.001	0.9803	0.6573	1.351824425315857	0.9459	n_gpus=2,subtract_pixel_mean=True,epochs=10,batch_size=32,num_classes=10,n=9,version=1,data_augmentation=True,checkpoint_epochs=False,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.204684	50000	10000	1.	20180511:092809	20180511:101207	5	1330.923944	261.07527	0.76602	0.9376276005363464	0.001	0.98382	0.7149	1.1072985216140747	0.9765	n_gpus=2,subtract_pixel_mean=True,epochs=10,batch_size=32,num_classes=10,n=9,version=1,data_augmentation=True,checkpoint_epochs=False,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.204684	50000	10000	1.	20180511:092809	20180511:101207	6	1592.001916	261.485712	0.78364	0.8890867317962646	0.001	0.98572	0.5749	1.6360561767578126	0.9302	n_gpus=2,subtract_pixel_mean=True,epochs=10,batch_size=32,num_classes=10,n=9,version=1,data_augmentation=True,checkpoint_epochs=False,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.204684	50000	10000	1.	20180511:092809	20180511:101207	7	1853.490438	261.395926	0.79384	0.8597093319892883	0.001	0.98636	0.7626	0.9696595022201538	0.9825	n_gpus=2,subtract_pixel_mean=True,epochs=10,batch_size=32,num_classes=10,n=9,version=1,data_augmentation=True,checkpoint_epochs=False,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.204684	50000	10000	1.	20180511:092809	20180511:101207	8	2114.888969	261.816402	0.80456	0.8248302014923096	0.001	0.98872	0.7697	0.9461503638267517	0.9803	n_gpus=2,subtract_pixel_mean=True,epochs=10,batch_size=32,num_classes=10,n=9,version=1,data_augmentation=True,checkpoint_epochs=False,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.204684	50000	10000	1.	20180511:092809	20180511:101207	9	2376.707729	261.938747	0.81418	0.7992657971191406	0.001	0.98932	0.7814	0.9005987344741821	0.984	n_gpus=2,subtract_pixel_mean=True,epochs=10,batch_size=32,num_classes=10,n=9,version=1,data_augmentation=True,checkpoint_epochs=False,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.20163	50000	10000	1.	20180511:154500	20180511:162912	0	5.579629	277.836149	0.43824	1.8681640948486329	0.001	0.90006	0.4835	1.8009178247451783	0.9264	n=9,subtract_pixel_mean=True,backend=keras,checkpoint_epochs=False,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_gpus=2,data_augmentation=True,num_classes=10,epochs=10,version=1,batch_size=32	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.20163	50000	10000	1.	20180511:154500	20180511:162912	1	283.418392	263.891253	0.60874	1.3622710732269288	0.001	0.95746	0.6492	1.2755462326049805	0.961	n=9,subtract_pixel_mean=True,backend=keras,checkpoint_epochs=False,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_gpus=2,data_augmentation=True,num_classes=10,epochs=10,version=1,batch_size=32	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.20163	50000	10000	1.	20180511:154500	20180511:162912	2	547.312153	263.882533	0.68366	1.149016063346863	0.001	0.9723	0.6688	1.2264367832183838	0.9692	n=9,subtract_pixel_mean=True,backend=keras,checkpoint_epochs=False,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_gpus=2,data_augmentation=True,num_classes=10,epochs=10,version=1,batch_size=32	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.20163	50000	10000	1.	20180511:154500	20180511:162912	3	811.197901	262.169231	0.72346	1.0366416522598267	0.001	0.97736	0.6282	1.3342862047195434	0.974	n=9,subtract_pixel_mean=True,backend=keras,checkpoint_epochs=False,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_gpus=2,data_augmentation=True,num_classes=10,epochs=10,version=1,batch_size=32	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.20163	50000	10000	1.	20180511:154500	20180511:162912	4	1073.369769	259.921862	0.75202	0.9495270303535461	0.001	0.98222	0.6726	1.21023688249588	0.9694	n=9,subtract_pixel_mean=True,backend=keras,checkpoint_epochs=False,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_gpus=2,data_augmentation=True,num_classes=10,epochs=10,version=1,batch_size=32	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.20163	50000	10000	1.	20180511:154500	20180511:162912	5	1333.29395	263.095	0.76938	0.9041313132286072	0.001	0.98454	0.7576	0.9487013449668884	0.9841	n=9,subtract_pixel_mean=True,backend=keras,checkpoint_epochs=False,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_gpus=2,data_augmentation=True,num_classes=10,epochs=10,version=1,batch_size=32	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.20163	50000	10000	1.	20180511:154500	20180511:162912	6	1596.392038	263.553933	0.78256	0.8612245911026001	0.001	0.98628	0.7217	1.0862173364639283	0.9807	n=9,subtract_pixel_mean=True,backend=keras,checkpoint_epochs=False,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_gpus=2,data_augmentation=True,num_classes=10,epochs=10,version=1,batch_size=32	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.20163	50000	10000	1.	20180511:154500	20180511:162912	7	1859.948317	263.249218	0.79594	0.8271977934646606	0.001	0.98768	0.7262	1.1212005603790283	0.9734	n=9,subtract_pixel_mean=True,backend=keras,checkpoint_epochs=False,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_gpus=2,data_augmentation=True,num_classes=10,epochs=10,version=1,batch_size=32	861770	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
