host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	acc	loss	lr	top_k_categorical_accuracy	val_acc	val_loss	val_top_k_categorical_accuracy	opts	n_model_params	versions	deeprace_version	comment
talisker-10g	resnet56v1	cifar10	0.205768	50000	10000	1.	20180510:175244	20180510:182806	0	2.959458	221.167514	0.48494	1.7691897885894776	0.001	0.91212	0.5985	1.438635406112671	0.9556	backend=tf.keras,epochs=10,subtract_pixel_mean=True,version=1,n_gpus=2,n=9,checkpoint_epochs=False,data_augmentation=True,batch_size=32,num_classes=10,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.205768	50000	10000	1.	20180510:175244	20180510:182806	1	224.129838	211.525374	0.64934	1.2948712409973144	0.001	0.9655	0.6659	1.242033856201172	0.9743	backend=tf.keras,epochs=10,subtract_pixel_mean=True,version=1,n_gpus=2,n=9,checkpoint_epochs=False,data_augmentation=True,batch_size=32,num_classes=10,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.205768	50000	10000	1.	20180510:175244	20180510:182806	2	435.656973	212.590974	0.70844	1.1120880044174195	0.001	0.9754	0.7045	1.136222014427185	0.9758	backend=tf.keras,epochs=10,subtract_pixel_mean=True,version=1,n_gpus=2,n=9,checkpoint_epochs=False,data_augmentation=True,batch_size=32,num_classes=10,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.205768	50000	10000	1.	20180510:175244	20180510:182806	3	648.250511	211.369261	0.74262	1.0102259449005127	0.001	0.98048	0.6306	1.4477359842300415	0.9477	backend=tf.keras,epochs=10,subtract_pixel_mean=True,version=1,n_gpus=2,n=9,checkpoint_epochs=False,data_augmentation=True,batch_size=32,num_classes=10,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.205768	50000	10000	1.	20180510:175244	20180510:182806	4	859.621544	209.862731	0.7649	0.938814375782013	0.001	0.98386	0.7298	1.0504085824966432	0.9811	backend=tf.keras,epochs=10,subtract_pixel_mean=True,version=1,n_gpus=2,n=9,checkpoint_epochs=False,data_augmentation=True,batch_size=32,num_classes=10,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.205768	50000	10000	1.	20180510:175244	20180510:182806	5	1069.485774	210.396269	0.78326	0.8898168102073669	0.001	0.98616	0.741	1.0306459112167359	0.9725	backend=tf.keras,epochs=10,subtract_pixel_mean=True,version=1,n_gpus=2,n=9,checkpoint_epochs=False,data_augmentation=True,batch_size=32,num_classes=10,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.205768	50000	10000	1.	20180510:175244	20180510:182806	6	1279.883929	210.488932	0.7946	0.8486600683021546	0.001	0.9873	0.7352	1.0641230527877807	0.9813	backend=tf.keras,epochs=10,subtract_pixel_mean=True,version=1,n_gpus=2,n=9,checkpoint_epochs=False,data_augmentation=True,batch_size=32,num_classes=10,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.205768	50000	10000	1.	20180510:175244	20180510:182806	7	1490.37467	210.475884	0.80758	0.8172204717636108	0.001	0.98888	0.7261	1.0849784038543702	0.9724	backend=tf.keras,epochs=10,subtract_pixel_mean=True,version=1,n_gpus=2,n=9,checkpoint_epochs=False,data_augmentation=True,batch_size=32,num_classes=10,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.205768	50000	10000	1.	20180510:175244	20180510:182806	8	1700.852453	210.669022	0.81092	0.7917811207008362	0.001	0.99022	0.825	0.7685077214241027	0.992	backend=tf.keras,epochs=10,subtract_pixel_mean=True,version=1,n_gpus=2,n=9,checkpoint_epochs=False,data_augmentation=True,batch_size=32,num_classes=10,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.205768	50000	10000	1.	20180510:175244	20180510:182806	9	1911.52334	210.656372	0.82364	0.7669150020599366	0.001	0.99034	0.789	0.871304358291626	0.984	backend=tf.keras,epochs=10,subtract_pixel_mean=True,version=1,n_gpus=2,n=9,checkpoint_epochs=False,data_augmentation=True,batch_size=32,num_classes=10,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.212554	50000	10000	1.	20180511:052207	20180511:055749	0	3.053891	232.980046	0.4566	1.822715415458679	0.001	0.9028	0.5676	1.457397113609314	0.959	subtract_pixel_mean=True,n=9,batch_size=32,data_augmentation=True,epochs=10,backend=tf.keras,num_classes=10,checkpoint_epochs=False,version=1,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_gpus=2	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.212554	50000	10000	1.	20180511:052207	20180511:055749	1	236.035903	212.301354	0.63632	1.2927733392333984	0.001	0.96128	0.6148	1.3978811233520507	0.9655	subtract_pixel_mean=True,n=9,batch_size=32,data_augmentation=True,epochs=10,backend=tf.keras,num_classes=10,checkpoint_epochs=False,version=1,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_gpus=2	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.212554	50000	10000	1.	20180511:052207	20180511:055749	2	448.339091	215.627899	0.69716	1.108617908744812	0.001	0.9737	0.6696	1.2304059792518616	0.9655	subtract_pixel_mean=True,n=9,batch_size=32,data_augmentation=True,epochs=10,backend=tf.keras,num_classes=10,checkpoint_epochs=False,version=1,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_gpus=2	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.212554	50000	10000	1.	20180511:052207	20180511:055749	3	663.968839	209.78371	0.73516	1.0002243792533874	0.001	0.97884	0.7505	0.9573438154220582	0.9812	subtract_pixel_mean=True,n=9,batch_size=32,data_augmentation=True,epochs=10,backend=tf.keras,num_classes=10,checkpoint_epochs=False,version=1,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_gpus=2	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.212554	50000	10000	1.	20180511:052207	20180511:055749	4	873.754669	211.819621	0.7641	0.9195521681404114	0.001	0.98336	0.7543	0.9671136067390442	0.9818	subtract_pixel_mean=True,n=9,batch_size=32,data_augmentation=True,epochs=10,backend=tf.keras,num_classes=10,checkpoint_epochs=False,version=1,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_gpus=2	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.212554	50000	10000	1.	20180511:052207	20180511:055749	5	1085.575814	212.615727	0.77752	0.8746259815788269	0.001	0.98566	0.7705	0.926154098701477	0.9823	subtract_pixel_mean=True,n=9,batch_size=32,data_augmentation=True,epochs=10,backend=tf.keras,num_classes=10,checkpoint_epochs=False,version=1,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_gpus=2	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.212554	50000	10000	1.	20180511:052207	20180511:055749	6	1298.193132	211.911086	0.79194	0.8327940076446533	0.001	0.98742	0.7766	0.8833818138122559	0.9832	subtract_pixel_mean=True,n=9,batch_size=32,data_augmentation=True,epochs=10,backend=tf.keras,num_classes=10,checkpoint_epochs=False,version=1,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_gpus=2	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.212554	50000	10000	1.	20180511:052207	20180511:055749	7	1510.105595	209.609472	0.80282	0.7996065543842316	0.001	0.98868	0.8057	0.7910322801589966	0.9902	subtract_pixel_mean=True,n=9,batch_size=32,data_augmentation=True,epochs=10,backend=tf.keras,num_classes=10,checkpoint_epochs=False,version=1,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_gpus=2	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.212554	50000	10000	1.	20180511:052207	20180511:055749	8	1719.717415	210.521078	0.81414	0.7740401459693909	0.001	0.98998	0.7805	0.89930511302948	0.9847	subtract_pixel_mean=True,n=9,batch_size=32,data_augmentation=True,epochs=10,backend=tf.keras,num_classes=10,checkpoint_epochs=False,version=1,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_gpus=2	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.212554	50000	10000	1.	20180511:052207	20180511:055749	9	1930.24033	211.650072	0.82084	0.7512805410194398	0.001	0.99048	0.8002	0.8082961857795715	0.9902	subtract_pixel_mean=True,n=9,batch_size=32,data_augmentation=True,epochs=10,backend=tf.keras,num_classes=10,checkpoint_epochs=False,version=1,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_gpus=2	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.211752	50000	10000	1.	20180511:060735	20180511:064640	0	2.872294	268.339261	0.46748	1.7988715670013429	0.001	0.90928	0.5789	1.5196436422348023	0.9466	batch_size=32,data_augmentation=True,version=1,backend=tf.keras,checkpoint_epochs=False,n=9,epochs=10,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_gpus=2,subtract_pixel_mean=True,num_classes=10	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.211752	50000	10000	1.	20180511:060735	20180511:064640	1	271.213697	235.530772	0.64198	1.3107012376022338	0.001	0.9627	0.5385	1.8235140827178955	0.9297	batch_size=32,data_augmentation=True,version=1,backend=tf.keras,checkpoint_epochs=False,n=9,epochs=10,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_gpus=2,subtract_pixel_mean=True,num_classes=10	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.211752	50000	10000	1.	20180511:060735	20180511:064640	2	506.746135	230.642908	0.7024	1.1239338548469544	0.001	0.97578	0.7102	1.1220018510818481	0.9749	batch_size=32,data_augmentation=True,version=1,backend=tf.keras,checkpoint_epochs=False,n=9,epochs=10,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_gpus=2,subtract_pixel_mean=True,num_classes=10	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.211752	50000	10000	1.	20180511:060735	20180511:064640	3	737.390682	229.063099	0.74062	1.0079262520980834	0.001	0.98076	0.7149	1.0833236448287964	0.985	batch_size=32,data_augmentation=True,version=1,backend=tf.keras,checkpoint_epochs=False,n=9,epochs=10,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_gpus=2,subtract_pixel_mean=True,num_classes=10	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
