host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	acc	loss	val_acc	val_loss	opts	n_model_params	versions	deeprace_version	comment
talisker-10g	care_denoise2d	care_2d	9.333296	768	0	1.	20180510:030821	20180510:030846	0	0.000117	4.681361	0.005392999275737104	0.04328817771761186	0.005681620045964207	0.024063012139363724	epochs=10,depth=2,version=1,batch_size=16,n_dims=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,filter_base=16,backend=keras,n_row=3,n_conv_per_depth=2,checkpoint_epochs=False,n_gpus=2,n_depth=2,validation_split=0.1,n_col=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.333296	768	0	1.	20180510:030821	20180510:030846	1	4.681573	2.090254	0.005498066307995711	0.017461669453394137	0.00569192466459104	0.011512475402711273	epochs=10,depth=2,version=1,batch_size=16,n_dims=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,filter_base=16,backend=keras,n_row=3,n_conv_per_depth=2,checkpoint_epochs=False,n_gpus=2,n_depth=2,validation_split=0.1,n_col=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.333296	768	0	1.	20180510:030821	20180510:030846	2	6.771969	2.180685	0.005501886525807307	0.009953092896229926	0.005692717328957923	0.007114227377362065	epochs=10,depth=2,version=1,batch_size=16,n_dims=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,filter_base=16,backend=keras,n_row=3,n_conv_per_depth=2,checkpoint_epochs=False,n_gpus=2,n_depth=2,validation_split=0.1,n_col=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.333296	768	0	1.	20180510:030821	20180510:030846	3	8.952739	2.130747	0.00550223984074942	0.008240343752827943	0.005692717328957923	0.005841325944313755	epochs=10,depth=2,version=1,batch_size=16,n_dims=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,filter_base=16,backend=keras,n_row=3,n_conv_per_depth=2,checkpoint_epochs=False,n_gpus=2,n_depth=2,validation_split=0.1,n_col=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.333296	768	0	1.	20180510:030821	20180510:030846	4	11.083586	2.420474	0.005502416498220476	0.006967225372818246	0.005692717328957923	0.005674673232262011	epochs=10,depth=2,version=1,batch_size=16,n_dims=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,filter_base=16,backend=keras,n_row=3,n_conv_per_depth=2,checkpoint_epochs=False,n_gpus=2,n_depth=2,validation_split=0.1,n_col=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.333296	768	0	1.	20180510:030821	20180510:030846	5	13.504171	2.009221	0.005502460661914345	0.0070574234486402545	0.005692717328957923	0.006207690283946403	epochs=10,depth=2,version=1,batch_size=16,n_dims=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,filter_base=16,backend=keras,n_row=3,n_conv_per_depth=2,checkpoint_epochs=False,n_gpus=2,n_depth=2,validation_split=0.1,n_col=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.333296	768	0	1.	20180510:030821	20180510:030846	6	15.513522	2.280748	0.005502394414688804	0.006559221177427947	0.005692717328957923	0.0038291871329987205	epochs=10,depth=2,version=1,batch_size=16,n_dims=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,filter_base=16,backend=keras,n_row=3,n_conv_per_depth=2,checkpoint_epochs=False,n_gpus=2,n_depth=2,validation_split=0.1,n_col=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.333296	768	0	1.	20180510:030821	20180510:030846	7	17.794375	2.331433	0.005502438579730463	0.006356090347332457	0.005692717328957923	0.0043092843858742865	epochs=10,depth=2,version=1,batch_size=16,n_dims=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,filter_base=16,backend=keras,n_row=3,n_conv_per_depth=2,checkpoint_epochs=False,n_gpus=2,n_depth=2,validation_split=0.1,n_col=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.333296	768	0	1.	20180510:030821	20180510:030846	8	20.125914	2.259311	0.0055025269084659914	0.005928986920138171	0.005692717328957923	0.0039986539087802555	epochs=10,depth=2,version=1,batch_size=16,n_dims=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,filter_base=16,backend=keras,n_row=3,n_conv_per_depth=2,checkpoint_epochs=False,n_gpus=2,n_depth=2,validation_split=0.1,n_col=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.333296	768	0	1.	20180510:030821	20180510:030846	9	22.385357	2.117634	0.0055025269084659914	0.006363462442437837	0.005692717328957923	0.004102633485885023	epochs=10,depth=2,version=1,batch_size=16,n_dims=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,filter_base=16,backend=keras,n_row=3,n_conv_per_depth=2,checkpoint_epochs=False,n_gpus=2,n_depth=2,validation_split=0.1,n_col=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.124764	768	0	1.	20180509:155013	20180509:155040	0	9.2e-05	4.875362	0.0054349333442769154	0.0386108078154184	0.005648129970415846	0.02915638665874283	n_dims=2,n_col=3,n_depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,filter_base=16,checkpoint_epochs=False,depth=2,n_gpus=2,epochs=10,version=1,validation_split=0.1,batch_size=16,n_conv_per_depth=2,backend=keras,n_row=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.124764	768	0	1.	20180509:155013	20180509:155040	1	4.875628	2.494429	0.0054929432399872845	0.022334295884313873	0.005679043868629189	0.0184968083903387	n_dims=2,n_col=3,n_depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,filter_base=16,checkpoint_epochs=False,depth=2,n_gpus=2,epochs=10,version=1,validation_split=0.1,batch_size=16,n_conv_per_depth=2,backend=keras,n_row=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.124764	768	0	1.	20180509:155013	20180509:155040	2	7.37018	2.502521	0.005502306085953276	0.013605159923013747	0.005679836532996072	0.00908576597931323	n_dims=2,n_col=3,n_depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,filter_base=16,checkpoint_epochs=False,depth=2,n_gpus=2,epochs=10,version=1,validation_split=0.1,batch_size=16,n_conv_per_depth=2,backend=keras,n_row=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.124764	768	0	1.	20180509:155013	20180509:155040	3	9.872812	2.530514	0.005503653100517871	0.00827482985750423	0.005679836532996072	0.007781861730935899	n_dims=2,n_col=3,n_depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,filter_base=16,checkpoint_epochs=False,depth=2,n_gpus=2,epochs=10,version=1,validation_split=0.1,batch_size=16,n_conv_per_depth=2,backend=keras,n_row=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.124764	768	0	1.	20180509:155013	20180509:155040	4	12.403458	2.531996	0.00550385183882502	0.0077172841808681855	0.005679836532996072	0.006860608476903531	n_dims=2,n_col=3,n_depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,filter_base=16,checkpoint_epochs=False,depth=2,n_gpus=2,epochs=10,version=1,validation_split=0.1,batch_size=16,n_conv_per_depth=2,backend=keras,n_row=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.124764	768	0	1.	20180509:155013	20180509:155040	5	14.935634	2.499049	0.005503940168234443	0.007379573149547283	0.005680232847036866	0.005784306505864317	n_dims=2,n_col=3,n_depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,filter_base=16,checkpoint_epochs=False,depth=2,n_gpus=2,epochs=10,version=1,validation_split=0.1,batch_size=16,n_conv_per_depth=2,backend=keras,n_row=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.124764	768	0	1.	20180509:155013	20180509:155040	6	17.434788	2.556513	0.005503962250418325	0.006745141778577944	0.005680232847036866	0.0050570837996126	n_dims=2,n_col=3,n_depth=2,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,filter_base=16,checkpoint_epochs=False,depth=2,n_gpus=2,epochs=10,version=1,validation_split=0.1,batch_size=16,n_conv_per_depth=2,backend=keras,n_row=3	83377	keras:2.1.5,backend:tensorflow:1.7.0	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
