host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	acc	loss	val_acc	val_loss	opts	n_model_params	versions	deeprace_version	comment
talisker-10g	care_denoise2d	care_2d	9.067858	768	0	1.	20180511:214417	20180511:214443	0	0.0001	5.106749	0.0053933967617859286	0.04861294720780142	0.005394477312537757	0.03410199105546072	depth=2,checkpoint_epochs=False,filter_base=16,n_conv_per_depth=2,n_col=3,batch_size=32,n_gpus=2,validation_split=0.1,epochs=10,backend=tf.keras,n_row=3,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_depth=2,n_dims=2,version=1	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.067858	768	0	1.	20180511:214417	20180511:214443	1	5.107023	2.299911	0.0055187573169887755	0.029119208312220063	0.005403394853188233	0.019546596333384514	depth=2,checkpoint_epochs=False,filter_base=16,n_conv_per_depth=2,n_col=3,batch_size=32,n_gpus=2,validation_split=0.1,epochs=10,backend=tf.keras,n_row=3,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_depth=2,n_dims=2,version=1	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.067858	768	0	1.	20180511:214417	20180511:214443	2	7.407049	2.290738	0.005530482956630146	0.015225005504579517	0.005408348999433704	0.011391912066897788	depth=2,checkpoint_epochs=False,filter_base=16,n_conv_per_depth=2,n_col=3,batch_size=32,n_gpus=2,validation_split=0.1,epochs=10,backend=tf.keras,n_row=3,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_depth=2,n_dims=2,version=1	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.067858	768	0	1.	20180511:214417	20180511:214443	3	9.697917	2.278868	0.005533243225572035	0.010192581325737077	0.005408943497708866	0.009517486594230323	depth=2,checkpoint_epochs=False,filter_base=16,n_conv_per_depth=2,n_col=3,batch_size=32,n_gpus=2,validation_split=0.1,epochs=10,backend=tf.keras,n_row=3,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_depth=2,n_dims=2,version=1	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.067858	768	0	1.	20180511:214417	20180511:214443	4	11.976887	2.297014	0.005533662784370215	0.00956172165265455	0.005408943497708866	0.006180284061021619	depth=2,checkpoint_epochs=False,filter_base=16,n_conv_per_depth=2,n_col=3,batch_size=32,n_gpus=2,validation_split=0.1,epochs=10,backend=tf.keras,n_row=3,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_depth=2,n_dims=2,version=1	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.067858	768	0	1.	20180511:214417	20180511:214443	5	14.274037	2.272067	0.005533729029574072	0.007944519884949052	0.005409141615420193	0.005265694680055241	depth=2,checkpoint_epochs=False,filter_base=16,n_conv_per_depth=2,n_col=3,batch_size=32,n_gpus=2,validation_split=0.1,epochs=10,backend=tf.keras,n_row=3,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_depth=2,n_dims=2,version=1	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.067858	768	0	1.	20180511:214417	20180511:214443	6	16.546229	2.300315	0.005534038184865684	0.007403690830902796	0.005409339781511913	0.004781547377442384	depth=2,checkpoint_epochs=False,filter_base=16,n_conv_per_depth=2,n_col=3,batch_size=32,n_gpus=2,validation_split=0.1,epochs=10,backend=tf.keras,n_row=3,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_depth=2,n_dims=2,version=1	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.067858	768	0	1.	20180511:214417	20180511:214443	7	18.846666	2.265241	0.005533994026562973	0.007763869313768471	0.00540933981174966	0.005939746299734363	depth=2,checkpoint_epochs=False,filter_base=16,n_conv_per_depth=2,n_col=3,batch_size=32,n_gpus=2,validation_split=0.1,epochs=10,backend=tf.keras,n_row=3,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_depth=2,n_dims=2,version=1	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.067858	768	0	1.	20180511:214417	20180511:214443	8	21.112005	2.288836	0.005533949859499629	0.007664029543084536	0.005409537947603634	0.005214615513316609	depth=2,checkpoint_epochs=False,filter_base=16,n_conv_per_depth=2,n_col=3,batch_size=32,n_gpus=2,validation_split=0.1,epochs=10,backend=tf.keras,n_row=3,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_depth=2,n_dims=2,version=1	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	care_denoise2d	care_2d	9.067858	768	0	1.	20180511:214417	20180511:214443	9	23.400962	2.248668	0.005534038188235157	0.0066823599564906225	0.005409736143933101	0.004616040228442712	depth=2,checkpoint_epochs=False,filter_base=16,n_conv_per_depth=2,n_col=3,batch_size=32,n_gpus=2,validation_split=0.1,epochs=10,backend=tf.keras,n_row=3,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,n_depth=2,n_dims=2,version=1	83377	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
