host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	acc	loss	lr	top_k_categorical_accuracy	val_acc	val_loss	val_top_k_categorical_accuracy	opts	n_model_params	versions	deeprace_version	comment
talisker-10g	resnet56v1	cifar10	0.209869	50000	10000	1.	20180510:115032	20180510:121345	0	2.994255	147.586716	0.42572000000953675	1.9273115789031983	0.001	0.8984400000190735	0.458	1.8716152027130126	0.9214	num_classes=10,data_augmentation=True,checkpoint_epochs=False,version=1,epochs=10,n_gpus=2,n=9,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,subtract_pixel_mean=True,backend=tf.keras,batch_size=128	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.209869	50000	10000	1.	20180510:115032	20180510:121345	1	150.584169	138.236957	0.5979200000381469	1.4295622692871093	0.001	0.955840000038147	0.5855	1.483890828037262	0.9567	num_classes=10,data_augmentation=True,checkpoint_epochs=False,version=1,epochs=10,n_gpus=2,n=9,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,subtract_pixel_mean=True,backend=tf.keras,batch_size=128	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.209869	50000	10000	1.	20180510:115032	20180510:121345	2	288.823551	138.131715	0.6755000000190735	1.2043584277725219	0.001	0.9712400000381469	0.6249	1.410615402507782	0.9461	num_classes=10,data_augmentation=True,checkpoint_epochs=False,version=1,epochs=10,n_gpus=2,n=9,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,subtract_pixel_mean=True,backend=tf.keras,batch_size=128	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.209869	50000	10000	1.	20180510:115032	20180510:121345	3	426.95885	137.195601	0.7257800000190735	1.0562534237670897	0.001	0.9810400000190734	0.7397	1.0379447299957276	0.9811	num_classes=10,data_augmentation=True,checkpoint_epochs=False,version=1,epochs=10,n_gpus=2,n=9,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,subtract_pixel_mean=True,backend=tf.keras,batch_size=128	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.209869	50000	10000	1.	20180510:115032	20180510:121345	4	564.155674	137.561865	0.7611000000190735	0.9533289292144775	0.001	0.983720000038147	0.7197	1.040250061416626	0.9816	num_classes=10,data_augmentation=True,checkpoint_epochs=False,version=1,epochs=10,n_gpus=2,n=9,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,subtract_pixel_mean=True,backend=tf.keras,batch_size=128	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.209869	50000	10000	1.	20180510:115032	20180510:121345	5	701.719729	137.790774	0.78158	0.8765851562118531	0.001	0.98744	0.7578	0.9467970962524415	0.9853	num_classes=10,data_augmentation=True,checkpoint_epochs=False,version=1,epochs=10,n_gpus=2,n=9,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,subtract_pixel_mean=True,backend=tf.keras,batch_size=128	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.209869	50000	10000	1.	20180510:115032	20180510:121345	6	839.512345	137.905836	0.799339999961853	0.8226705640220642	0.001	0.989	0.7578	0.9396542121887207	0.9871	num_classes=10,data_augmentation=True,checkpoint_epochs=False,version=1,epochs=10,n_gpus=2,n=9,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,subtract_pixel_mean=True,backend=tf.keras,batch_size=128	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.209869	50000	10000	1.	20180510:115032	20180510:121345	7	977.420122	138.229252	0.81268	0.7821140692901611	0.001	0.9901600000190734	0.6879	1.2439336248397828	0.9777	num_classes=10,data_augmentation=True,checkpoint_epochs=False,version=1,epochs=10,n_gpus=2,n=9,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,subtract_pixel_mean=True,backend=tf.keras,batch_size=128	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.209869	50000	10000	1.	20180510:115032	20180510:121345	8	1115.650683	138.359789	0.8207400000190734	0.746005493812561	0.001	0.99098	0.7844	0.8658639923095703	0.9871	num_classes=10,data_augmentation=True,checkpoint_epochs=False,version=1,epochs=10,n_gpus=2,n=9,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,subtract_pixel_mean=True,backend=tf.keras,batch_size=128	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
talisker-10g	resnet56v1	cifar10	0.209869	50000	10000	1.	20180510:115032	20180510:121345	9	1254.012005	138.541615	0.829620000038147	0.7203449100303649	0.001	0.9919	0.7778	0.8883351583480835	0.9867	num_classes=10,data_augmentation=True,checkpoint_epochs=False,version=1,epochs=10,n_gpus=2,n=9,scratchspace=/deeprace/scripts/frameworks/keras-vs-tf.keras,subtract_pixel_mean=True,backend=tf.keras,batch_size=128	861770	tensorflow:1.7.0,tf.keras:2.1.4-tf	0.2.0+58.gd4207e4.dirty	titanx:2,singularity
