host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	acc	loss	val_acc	val_loss	opts	n_model_params	versions	comment
taurusi2077	resnet56v1	cifar10	23.970969	50000.0	10000.0	1.	20180423:094045	20180423:094207	0	6.930197	65.71031665802002	0.1015625	2.8251271	0.153746	4.166308	scratchspace=/home/steinba/development/deeprace,n_gpus=2,n=9,version=1,batch_size=256,data_augmentation=True,epochs=15,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10,backend=tf	None	tensorflow:1.7.0	k80:2,fs:nfs,singularity:lustre
taurusi2077	resnet56v1	cifar10	23.970969	50000.0	10000.0	1.	20180423:094045	20180423:094207	1	79.80001	63.164090394973755	0.546875	1.6846802	0.2714343	4.9237485	scratchspace=/home/steinba/development/deeprace,n_gpus=2,n=9,version=1,batch_size=256,data_augmentation=True,epochs=15,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10,backend=tf	None	tensorflow:1.7.0	k80:2,fs:nfs,singularity:lustre
taurusi2077	resnet56v1	cifar10	23.970969	50000.0	10000.0	1.	20180423:094045	20180423:094207	2	6.493673	63.193673610687256	0.609375	1.478138	0.40314505	2.5411906	scratchspace=/home/steinba/development/deeprace,n_gpus=2,n=9,version=1,batch_size=256,data_augmentation=True,epochs=15,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10,backend=tf	None	tensorflow:1.7.0	k80:2,fs:nfs,singularity:lustre
taurusi2077	resnet56v1	cifar10	23.970969	50000.0	10000.0	1.	20180423:094045	20180423:094207	3	6.529652	63.13645362854004	0.59375	1.4393934	0.31820914	3.8154204	scratchspace=/home/steinba/development/deeprace,n_gpus=2,n=9,version=1,batch_size=256,data_augmentation=True,epochs=15,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10,backend=tf	None	tensorflow:1.7.0	k80:2,fs:nfs,singularity:lustre
taurusi2077	resnet56v1	cifar10	23.970969	50000.0	10000.0	1.	20180423:094045	20180423:094207	4	72.128541	63.232624769210815	0.65625	1.1257844	0.6524439	1.3108402	scratchspace=/home/steinba/development/deeprace,n_gpus=2,n=9,version=1,batch_size=256,data_augmentation=True,epochs=15,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10,backend=tf	None	tensorflow:1.7.0	k80:2,fs:nfs,singularity:lustre
taurusi2077	resnet56v1	cifar10	23.970969	50000.0	10000.0	1.	20180423:094045	20180423:094207	5	6.410432	63.068361043930054	0.75	1.039098	0.6160857	1.4071089	scratchspace=/home/steinba/development/deeprace,n_gpus=2,n=9,version=1,batch_size=256,data_augmentation=True,epochs=15,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10,backend=tf	None	tensorflow:1.7.0	k80:2,fs:nfs,singularity:lustre
taurusi2077	resnet56v1	cifar10	23.970969	50000.0	10000.0	1.	20180423:094045	20180423:094207	6	72.281754	63.30970358848572	0.828125	0.80587184	0.60967547	1.4183968	scratchspace=/home/steinba/development/deeprace,n_gpus=2,n=9,version=1,batch_size=256,data_augmentation=True,epochs=15,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10,backend=tf	None	tensorflow:1.7.0	k80:2,fs:nfs,singularity:lustre
taurusi2077	resnet56v1	cifar10	23.970969	50000.0	10000.0	1.	20180423:094045	20180423:094207	7	6.503444	63.254162311553955	0.796875	0.9060838	0.6126803	1.4950173	scratchspace=/home/steinba/development/deeprace,n_gpus=2,n=9,version=1,batch_size=256,data_augmentation=True,epochs=15,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10,backend=tf	None	tensorflow:1.7.0	k80:2,fs:nfs,singularity:lustre
taurusi2077	resnet56v1	cifar10	23.970969	50000.0	10000.0	1.	20180423:094045	20180423:094207	8	71.188831	63.09121775627136	0.71875	1.0181836	0.5932492	1.5447592	scratchspace=/home/steinba/development/deeprace,n_gpus=2,n=9,version=1,batch_size=256,data_augmentation=True,epochs=15,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10,backend=tf	None	tensorflow:1.7.0	k80:2,fs:nfs,singularity:lustre
taurusi2077	resnet56v1	cifar10	23.970969	50000.0	10000.0	1.	20180423:094045	20180423:094207	9	6.537148	63.05312514305115	0.78125	0.8219038	0.46213943	1.9705887	scratchspace=/home/steinba/development/deeprace,n_gpus=2,n=9,version=1,batch_size=256,data_augmentation=True,epochs=15,checkpoint_epochs=False,subtract_pixel_mean=True,num_classes=10,backend=tf	None	tensorflow:1.7.0	k80:2,fs:nfs,singularity:lustre
