host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	loss	acc	val_loss	val_acc	top_k_catacc	val_top_k_catacc	opts	n_model_params	versions	comment
taurusi2056	resnet32v1	cifar10	2.293042	50000	10000	1.	20180413:183105	20180413:190554	0	6.671236	141.71835	1.6074793421554565	0.49218	1.6641544157028199	0.5053	0.9188	0.9295	scratchspace=/home/steinba/development/deeprace,version=1,data_augmentation=True,checkpoint_epochs=False,batch_size=32,n_gpus=1,n=5,num_classes=10,subtract_pixel_mean=True,epochs=15	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2056	resnet32v1	cifar10	2.293042	50000	10000	1.	20180413:183105	20180413:190554	1	148.39155	138.498431	1.2079989386367798	0.63992	1.4345523691177369	0.6014	0.96556	0.9521	scratchspace=/home/steinba/development/deeprace,version=1,data_augmentation=True,checkpoint_epochs=False,batch_size=32,n_gpus=1,n=5,num_classes=10,subtract_pixel_mean=True,epochs=15	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2056	resnet32v1	cifar10	2.293042	50000	10000	1.	20180413:183105	20180413:190554	2	286.891924	138.690326	1.0401199704170228	0.70354	1.3823572578430177	0.6213	0.9768	0.9426	scratchspace=/home/steinba/development/deeprace,version=1,data_augmentation=True,checkpoint_epochs=False,batch_size=32,n_gpus=1,n=5,num_classes=10,subtract_pixel_mean=True,epochs=15	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2056	resnet32v1	cifar10	2.293042	50000	10000	1.	20180413:183105	20180413:190554	3	425.58391	138.607717	0.943613759059906	0.73936	1.7365233962059021	0.6001	0.98148	0.9235	scratchspace=/home/steinba/development/deeprace,version=1,data_augmentation=True,checkpoint_epochs=False,batch_size=32,n_gpus=1,n=5,num_classes=10,subtract_pixel_mean=True,epochs=15	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2056	resnet32v1	cifar10	2.293042	50000	10000	1.	20180413:183105	20180413:190554	4	564.193363	138.539039	0.8838452909469604	0.76164	0.9832484901428222	0.7399	0.98362	0.9727	scratchspace=/home/steinba/development/deeprace,version=1,data_augmentation=True,checkpoint_epochs=False,batch_size=32,n_gpus=1,n=5,num_classes=10,subtract_pixel_mean=True,epochs=15	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2056	resnet32v1	cifar10	2.293042	50000	10000	1.	20180413:183105	20180413:190554	5	702.734147	138.608091	0.8371953981590271	0.77918	1.2567325088500976	0.6577	0.9869	0.9741	scratchspace=/home/steinba/development/deeprace,version=1,data_augmentation=True,checkpoint_epochs=False,batch_size=32,n_gpus=1,n=5,num_classes=10,subtract_pixel_mean=True,epochs=15	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2056	resnet32v1	cifar10	2.293042	50000	10000	1.	20180413:183105	20180413:190554	6	841.343804	138.452484	0.79912567943573	0.79494	1.1248467980384826	0.7102	0.9878	0.9622	scratchspace=/home/steinba/development/deeprace,version=1,data_augmentation=True,checkpoint_epochs=False,batch_size=32,n_gpus=1,n=5,num_classes=10,subtract_pixel_mean=True,epochs=15	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2056	resnet32v1	cifar10	2.293042	50000	10000	1.	20180413:183105	20180413:190554	7	979.79757	138.524637	0.7729786746788024	0.80404	1.0172471862792969	0.7293	0.98908	0.9845	scratchspace=/home/steinba/development/deeprace,version=1,data_augmentation=True,checkpoint_epochs=False,batch_size=32,n_gpus=1,n=5,num_classes=10,subtract_pixel_mean=True,epochs=15	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2056	resnet32v1	cifar10	2.293042	50000	10000	1.	20180413:183105	20180413:190554	8	1118.323956	138.594239	0.7483404287338257	0.81464	1.1770262069702149	0.7089	0.98994	0.9713	scratchspace=/home/steinba/development/deeprace,version=1,data_augmentation=True,checkpoint_epochs=False,batch_size=32,n_gpus=1,n=5,num_classes=10,subtract_pixel_mean=True,epochs=15	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2056	resnet32v1	cifar10	2.293042	50000	10000	1.	20180413:183105	20180413:190554	9	1256.919344	138.599031	0.72838137840271	0.82194	0.7973245420455932	0.801	0.9909	0.9896	scratchspace=/home/steinba/development/deeprace,version=1,data_augmentation=True,checkpoint_epochs=False,batch_size=32,n_gpus=1,n=5,num_classes=10,subtract_pixel_mean=True,epochs=15	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
