host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	loss	acc	val_loss	val_acc	top_k_catacc	val_top_k_catacc	opts	n_model_params	versions	comment
taurusi2050	resnet32v1	cifar10	8.952989	50000	10000	1.	20180413:195558	20180413:201302	0	4.273076	72.471616	1.8019727529907226	0.4094799999809265	2.127857953262329	0.34200000076293946	0.8860400001335144	0.8808999965667724	version=1,n=5,checkpoint_epochs=False,n_gpus=1,batch_size=512,subtract_pixel_mean=True,epochs=15,data_augmentation=True,scratchspace=/home/h2/steinba/development/deeprace,num_classes=10	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2050	resnet32v1	cifar10	8.952989	50000	10000	1.	20180413:195558	20180413:201302	1	76.747325	67.642261	1.4427168494796754	0.54562	1.7925967750549316	0.46170000009536744	0.9462600000953675	0.9084000001907349	version=1,n=5,checkpoint_epochs=False,n_gpus=1,batch_size=512,subtract_pixel_mean=True,epochs=15,data_augmentation=True,scratchspace=/home/h2/steinba/development/deeprace,num_classes=10	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2050	resnet32v1	cifar10	8.952989	50000	10000	1.	20180413:195558	20180413:201302	2	144.392192	67.654943	1.27122826587677	0.6113600001144409	1.4473132795333863	0.5633000005722046	0.9594999999427796	0.9534	version=1,n=5,checkpoint_epochs=False,n_gpus=1,batch_size=512,subtract_pixel_mean=True,epochs=15,data_augmentation=True,scratchspace=/home/h2/steinba/development/deeprace,num_classes=10	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2050	resnet32v1	cifar10	8.952989	50000	10000	1.	20180413:195558	20180413:201302	3	212.049786	67.666914	1.1483297113800048	0.6568800001144409	1.49511246509552	0.5657000013351441	0.9691000004386902	0.9409999998092652	version=1,n=5,checkpoint_epochs=False,n_gpus=1,batch_size=512,subtract_pixel_mean=True,epochs=15,data_augmentation=True,scratchspace=/home/h2/steinba/development/deeprace,num_classes=10	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2050	resnet32v1	cifar10	8.952989	50000	10000	1.	20180413:195558	20180413:201302	4	279.719369	67.68954	1.0570123048019409	0.6881000002098083	1.9167810901641846	0.5065999999046326	0.975120000038147	0.9136999999046326	version=1,n=5,checkpoint_epochs=False,n_gpus=1,batch_size=512,subtract_pixel_mean=True,epochs=15,data_augmentation=True,scratchspace=/home/h2/steinba/development/deeprace,num_classes=10	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2050	resnet32v1	cifar10	8.952989	50000	10000	1.	20180413:195558	20180413:201302	5	347.411787	67.651558	0.9832206468200684	0.7162000001525879	1.5541073476791383	0.5695000012397766	0.9788200001144409	0.9617999990463257	version=1,n=5,checkpoint_epochs=False,n_gpus=1,batch_size=512,subtract_pixel_mean=True,epochs=15,data_augmentation=True,scratchspace=/home/h2/steinba/development/deeprace,num_classes=10	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2050	resnet32v1	cifar10	8.952989	50000	10000	1.	20180413:195558	20180413:201302	6	415.065926	67.661806	0.9177051445198059	0.7371000003051758	1.128798030281067	0.6630999995231628	0.9823199998283386	0.9791999995231628	version=1,n=5,checkpoint_epochs=False,n_gpus=1,batch_size=512,subtract_pixel_mean=True,epochs=15,data_augmentation=True,scratchspace=/home/h2/steinba/development/deeprace,num_classes=10	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2050	resnet32v1	cifar10	8.952989	50000	10000	1.	20180413:195558	20180413:201302	7	482.730445	67.69771	0.8647608587646485	0.7584999996566772	1.3506209861755372	0.6299999998092651	0.9857000000572205	0.941699999332428	version=1,n=5,checkpoint_epochs=False,n_gpus=1,batch_size=512,subtract_pixel_mean=True,epochs=15,data_augmentation=True,scratchspace=/home/h2/steinba/development/deeprace,num_classes=10	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2050	resnet32v1	cifar10	8.952989	50000	10000	1.	20180413:195558	20180413:201302	8	550.43082	67.64656	0.8189052725791931	0.772860000076294	1.232561459350586	0.6773	0.9871599999046325	0.9618999992370606	version=1,n=5,checkpoint_epochs=False,n_gpus=1,batch_size=512,subtract_pixel_mean=True,epochs=15,data_augmentation=True,scratchspace=/home/h2/steinba/development/deeprace,num_classes=10	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2050	resnet32v1	cifar10	8.952989	50000	10000	1.	20180413:195558	20180413:201302	9	618.080056	67.617571	0.7835945277404786	0.7854200002479553	0.9094566892623901	0.7450999998092651	0.9883399999809265	0.9840999997138977	version=1,n=5,checkpoint_epochs=False,n_gpus=1,batch_size=512,subtract_pixel_mean=True,epochs=15,data_augmentation=True,scratchspace=/home/h2/steinba/development/deeprace,num_classes=10	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
