host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	loss	acc	val_loss	val_acc	top_k_catacc	val_top_k_catacc	opts	n_model_params	versions	comment
taurusi2051	resnet56v1	cifar10	5.919145	50000	10000	1.	20180413:215141	20180413:224917	0	3.593227	231.352169	1.8549106275177003	0.43686	1.5906023864746093	0.5274	0.9015	0.9415	num_classes=10,n=9,n_gpus=1,subtract_pixel_mean=True,version=1,checkpoint_epochs=False,epochs=15,scratchspace=/home/h2/steinba/development/deeprace,data_augmentation=True,batch_size=32	861770	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2051	resnet56v1	cifar10	5.919145	50000	10000	1.	20180413:215141	20180413:224917	1	234.947597	229.86149	1.3447586169052124	0.60514	1.5217981620788574	0.5718	0.95844	0.9315	num_classes=10,n=9,n_gpus=1,subtract_pixel_mean=True,version=1,checkpoint_epochs=False,epochs=15,scratchspace=/home/h2/steinba/development/deeprace,data_augmentation=True,batch_size=32	861770	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2051	resnet56v1	cifar10	5.919145	50000	10000	1.	20180413:215141	20180413:224917	2	464.812062	230.105164	1.1270752980804444	0.67878	1.3129472248077392	0.6277	0.97318	0.9662	num_classes=10,n=9,n_gpus=1,subtract_pixel_mean=True,version=1,checkpoint_epochs=False,epochs=15,scratchspace=/home/h2/steinba/development/deeprace,data_augmentation=True,batch_size=32	861770	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2051	resnet56v1	cifar10	5.919145	50000	10000	1.	20180413:215141	20180413:224917	3	694.919543	230.103314	1.0066855589675903	0.72272	1.8183282985687257	0.5294	0.97956	0.922	num_classes=10,n=9,n_gpus=1,subtract_pixel_mean=True,version=1,checkpoint_epochs=False,epochs=15,scratchspace=/home/h2/steinba/development/deeprace,data_augmentation=True,batch_size=32	861770	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2051	resnet56v1	cifar10	5.919145	50000	10000	1.	20180413:215141	20180413:224917	4	925.024106	230.031845	0.9338746773147583	0.74772	0.9395313323974609	0.7506	0.98288	0.9825	num_classes=10,n=9,n_gpus=1,subtract_pixel_mean=True,version=1,checkpoint_epochs=False,epochs=15,scratchspace=/home/h2/steinba/development/deeprace,data_augmentation=True,batch_size=32	861770	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2051	resnet56v1	cifar10	5.919145	50000	10000	1.	20180413:215141	20180413:224917	5	1155.058261	229.981219	0.8788740644073486	0.7677	1.0741723671913146	0.7143	0.98624	0.9823	num_classes=10,n=9,n_gpus=1,subtract_pixel_mean=True,version=1,checkpoint_epochs=False,epochs=15,scratchspace=/home/h2/steinba/development/deeprace,data_augmentation=True,batch_size=32	861770	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2051	resnet56v1	cifar10	5.919145	50000	10000	1.	20180413:215141	20180413:224917	6	1385.042515	230.041638	0.8370222679328918	0.782	0.9702797771453857	0.7497	0.9865	0.9843	num_classes=10,n=9,n_gpus=1,subtract_pixel_mean=True,version=1,checkpoint_epochs=False,epochs=15,scratchspace=/home/h2/steinba/development/deeprace,data_augmentation=True,batch_size=32	861770	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2051	resnet56v1	cifar10	5.919145	50000	10000	1.	20180413:215141	20180413:224917	7	1615.085394	230.018206	0.8033355136871337	0.7958	1.3691392491340637	0.6927	0.98772	0.9689	num_classes=10,n=9,n_gpus=1,subtract_pixel_mean=True,version=1,checkpoint_epochs=False,epochs=15,scratchspace=/home/h2/steinba/development/deeprace,data_augmentation=True,batch_size=32	861770	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2051	resnet56v1	cifar10	5.919145	50000	10000	1.	20180413:215141	20180413:224917	8	1845.105898	230.142966	0.7737008449554443	0.80556	1.4534241804122925	0.6473	0.98948	0.9511	num_classes=10,n=9,n_gpus=1,subtract_pixel_mean=True,version=1,checkpoint_epochs=False,epochs=15,scratchspace=/home/h2/steinba/development/deeprace,data_augmentation=True,batch_size=32	861770	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2051	resnet56v1	cifar10	5.919145	50000	10000	1.	20180413:215141	20180413:224917	9	2075.2519	229.822449	0.7507539190483093	0.81292	1.0295029462814331	0.7331	0.99022	0.9828	num_classes=10,n=9,n_gpus=1,subtract_pixel_mean=True,version=1,checkpoint_epochs=False,epochs=15,scratchspace=/home/h2/steinba/development/deeprace,data_augmentation=True,batch_size=32	861770	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
