host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	loss	acc	val_loss	val_acc	top_k_catacc	val_top_k_catacc	opts	n_model_params	versions	comment
taurusi2074	resnet32v1	cifar10	3.807589	50000	10000	1.	20180413:175930	20180413:182105	0	7.066867	89.567721	1.7174701940536499	0.4467400000190735	1.97333055934906	0.4465	0.907539999961853	0.8563	epochs=15,n=5,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,n_gpus=1,scratchspace=/home/steinba/development/deeprace,num_classes=10,version=1,batch_size=128	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2074	resnet32v1	cifar10	3.807589	50000	10000	1.	20180413:175930	20180413:182105	1	96.635665	85.582445	1.2616558164596559	0.613040000076294	1.5452605043411254	0.5487	0.9622999999809265	0.9575	epochs=15,n=5,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,n_gpus=1,scratchspace=/home/steinba/development/deeprace,num_classes=10,version=1,batch_size=128	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2074	resnet32v1	cifar10	3.807589	50000	10000	1.	20180413:175930	20180413:182105	2	182.219722	85.761102	1.0657718101501465	0.6866	1.4254589447021484	0.607	0.975319999961853	0.9534	epochs=15,n=5,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,n_gpus=1,scratchspace=/home/steinba/development/deeprace,num_classes=10,version=1,batch_size=128	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2074	resnet32v1	cifar10	3.807589	50000	10000	1.	20180413:175930	20180413:182105	3	267.982609	85.706188	0.9552171407699585	0.72494	1.3901438789367675	0.6045	0.9805799999809265	0.958	epochs=15,n=5,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,n_gpus=1,scratchspace=/home/steinba/development/deeprace,num_classes=10,version=1,batch_size=128	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2074	resnet32v1	cifar10	3.807589	50000	10000	1.	20180413:175930	20180413:182105	4	353.69057	85.637849	0.8782022189712524	0.7533400000381469	1.299357650375366	0.6337	0.9847799999618531	0.9729	epochs=15,n=5,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,n_gpus=1,scratchspace=/home/steinba/development/deeprace,num_classes=10,version=1,batch_size=128	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2074	resnet32v1	cifar10	3.807589	50000	10000	1.	20180413:175930	20180413:182105	5	439.330045	85.503662	0.817561987953186	0.7746	1.1323894072532654	0.6802	0.9861199999427795	0.9779	epochs=15,n=5,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,n_gpus=1,scratchspace=/home/steinba/development/deeprace,num_classes=10,version=1,batch_size=128	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2074	resnet32v1	cifar10	3.807589	50000	10000	1.	20180413:175930	20180413:182105	6	524.835606	85.443015	0.7745327027130127	0.7920999999809265	1.0237058955192566	0.7185	0.9880400000190734	0.9841	epochs=15,n=5,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,n_gpus=1,scratchspace=/home/steinba/development/deeprace,num_classes=10,version=1,batch_size=128	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2074	resnet32v1	cifar10	3.807589	50000	10000	1.	20180413:175930	20180413:182105	7	610.280227	85.561879	0.7332637927818298	0.8037600000762939	0.9565984718322754	0.738	0.9902000000190735	0.983	epochs=15,n=5,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,n_gpus=1,scratchspace=/home/steinba/development/deeprace,num_classes=10,version=1,batch_size=128	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2074	resnet32v1	cifar10	3.807589	50000	10000	1.	20180413:175930	20180413:182105	8	695.843489	85.682385	0.710883255443573	0.8131599999618531	0.8909309083938599	0.7626	0.9910800000190735	0.9801	epochs=15,n=5,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,n_gpus=1,scratchspace=/home/steinba/development/deeprace,num_classes=10,version=1,batch_size=128	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
taurusi2074	resnet32v1	cifar10	3.807589	50000	10000	1.	20180413:175930	20180413:182105	9	781.527769	85.510183	0.6816418885421753	0.8241800000572205	1.0752071835517882	0.7131	0.9912600000190734	0.9802	epochs=15,n=5,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,n_gpus=1,scratchspace=/home/steinba/development/deeprace,num_classes=10,version=1,batch_size=128	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:nfs,singularity:lustre
