host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	loss	acc	val_loss	val_acc	top_k_catacc	val_top_k_catacc	opts	n_model_params	versions	comment
taurusi2068	resnet32v1	cifar10	4.653889	50000	10000	1.	20180413:194525	20180413:200317	0	3.017915	72.75667	1.8246844019317627	0.4064599999904633	2.189898389816284	0.3702	0.8828000000190734	0.886	num_classes=10,scratchspace=/home/h2/steinba/development/deeprace,subtract_pixel_mean=True,data_augmentation=True,checkpoint_epochs=False,batch_size=256,n_gpus=1,version=1,epochs=15,n=5	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2068	resnet32v1	cifar10	4.653889	50000	10000	1.	20180413:194525	20180413:200317	1	75.775649	71.058849	1.3964600629425048	0.5615599999809265	2.131488377761841	0.4229	0.9506800000762939	0.8977	num_classes=10,scratchspace=/home/h2/steinba/development/deeprace,subtract_pixel_mean=True,data_augmentation=True,checkpoint_epochs=False,batch_size=256,n_gpus=1,version=1,epochs=15,n=5	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2068	resnet32v1	cifar10	4.653889	50000	10000	1.	20180413:194525	20180413:200317	2	146.83657	71.083868	1.1883311080932617	0.63852	1.2155391328811644	0.6352	0.96666	0.9669	num_classes=10,scratchspace=/home/h2/steinba/development/deeprace,subtract_pixel_mean=True,data_augmentation=True,checkpoint_epochs=False,batch_size=256,n_gpus=1,version=1,epochs=15,n=5	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2068	resnet32v1	cifar10	4.653889	50000	10000	1.	20180413:194525	20180413:200317	3	217.922201	70.980503	1.0530382778167724	0.691780000038147	1.6814439783096313	0.5589	0.9767600000190735	0.947	num_classes=10,scratchspace=/home/h2/steinba/development/deeprace,subtract_pixel_mean=True,data_augmentation=True,checkpoint_epochs=False,batch_size=256,n_gpus=1,version=1,epochs=15,n=5	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2068	resnet32v1	cifar10	4.653889	50000	10000	1.	20180413:194525	20180413:200317	4	288.904791	71.048538	0.9596316913604737	0.72382	1.174377460670471	0.6615	0.98088	0.9648	num_classes=10,scratchspace=/home/h2/steinba/development/deeprace,subtract_pixel_mean=True,data_augmentation=True,checkpoint_epochs=False,batch_size=256,n_gpus=1,version=1,epochs=15,n=5	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2068	resnet32v1	cifar10	4.653889	50000	10000	1.	20180413:194525	20180413:200317	5	359.95519	71.148636	0.8903748737335205	0.7490799999237061	1.5051026514053345	0.6182	0.9843800000190734	0.9543	num_classes=10,scratchspace=/home/h2/steinba/development/deeprace,subtract_pixel_mean=True,data_augmentation=True,checkpoint_epochs=False,batch_size=256,n_gpus=1,version=1,epochs=15,n=5	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2068	resnet32v1	cifar10	4.653889	50000	10000	1.	20180413:194525	20180413:200317	6	431.105677	71.117409	0.8300704378890991	0.771940000114441	1.3973745475769044	0.6272	0.9865200000190735	0.9603	num_classes=10,scratchspace=/home/h2/steinba/development/deeprace,subtract_pixel_mean=True,data_augmentation=True,checkpoint_epochs=False,batch_size=256,n_gpus=1,version=1,epochs=15,n=5	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2068	resnet32v1	cifar10	4.653889	50000	10000	1.	20180413:194525	20180413:200317	7	502.225739	71.217488	0.7901148753356934	0.7827399999618531	0.9749163246154785	0.7304	0.9882800000190735	0.9772	num_classes=10,scratchspace=/home/h2/steinba/development/deeprace,subtract_pixel_mean=True,data_augmentation=True,checkpoint_epochs=False,batch_size=256,n_gpus=1,version=1,epochs=15,n=5	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2068	resnet32v1	cifar10	4.653889	50000	10000	1.	20180413:194525	20180413:200317	8	573.445188	71.170345	0.7442814670181275	0.7995200000381469	0.9160086763381958	0.7513	0.989960000038147	0.9776	num_classes=10,scratchspace=/home/h2/steinba/development/deeprace,subtract_pixel_mean=True,data_augmentation=True,checkpoint_epochs=False,batch_size=256,n_gpus=1,version=1,epochs=15,n=5	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
taurusi2068	resnet32v1	cifar10	4.653889	50000	10000	1.	20180413:194525	20180413:200317	9	644.617302	71.278624	0.715930990524292	0.80912	1.0581048007965088	0.6967	0.9910600000190735	0.9775	num_classes=10,scratchspace=/home/h2/steinba/development/deeprace,subtract_pixel_mean=True,data_augmentation=True,checkpoint_epochs=False,batch_size=256,n_gpus=1,version=1,epochs=15,n=5	470218	keras:2.1.4,backend:tensorflow:1.3.0	k80:1,fs:nfs
