host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	acc	loss	top_k_catacc	val_acc	val_loss	val_top_k_catacc	opts	n_model_params	versions	comment
taurusi2069	resnet56v1	cifar10	9.236542	50000	10000	1.	20180423:095235	20180423:110418	5	1449.004951	285.32762	0.761719999961853	0.9379818905639649	0.9845800000381469	0.6964	1.186308440208435	0.9625	batch_size=128,checkpoint_epochs=False,epochs=15,version=1,n_gpus=4,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,num_classes=10,n=9,backend=keras,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2069	resnet56v1	cifar10	9.236542	50000	10000	1.	20180423:095235	20180423:110418	6	1734.334795	285.306928	0.7841199999809265	0.8764375592041016	0.9867000000190734	0.7213	1.117066392326355	0.9735	batch_size=128,checkpoint_epochs=False,epochs=15,version=1,n_gpus=4,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,num_classes=10,n=9,backend=keras,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2069	resnet56v1	cifar10	9.236542	50000	10000	1.	20180423:095235	20180423:110418	7	2019.643871	285.418452	0.7969800000190734	0.8311524240875244	0.9882400000190735	0.7249	1.0816036451339721	0.9695	batch_size=128,checkpoint_epochs=False,epochs=15,version=1,n_gpus=4,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,num_classes=10,n=9,backend=keras,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2069	resnet56v1	cifar10	9.236542	50000	10000	1.	20180423:095235	20180423:110418	8	2305.064381	285.238994	0.8083	0.7950963822364807	0.98922	0.7169	1.1111801651000976	0.9791	batch_size=128,checkpoint_epochs=False,epochs=15,version=1,n_gpus=4,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,num_classes=10,n=9,backend=keras,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2069	resnet56v1	cifar10	9.236542	50000	10000	1.	20180423:095235	20180423:110418	9	2590.305364	285.486717	0.8155800000190735	0.7638873786354065	0.990100000038147	0.6822	1.2768412024497986	0.9726	batch_size=128,checkpoint_epochs=False,epochs=15,version=1,n_gpus=4,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,num_classes=10,n=9,backend=keras,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2069	resnet56v1	cifar10	9.236542	50000	10000	1.	20180423:095235	20180423:110418	10	2875.794377	285.253211	0.8225800000190735	0.7394935998153687	0.9909600000190735	0.7023	1.1983894746780395	0.961	batch_size=128,checkpoint_epochs=False,epochs=15,version=1,n_gpus=4,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,num_classes=10,n=9,backend=keras,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2069	resnet56v1	cifar10	9.236542	50000	10000	1.	20180423:095235	20180423:110418	11	3161.049639	285.524308	0.83086	0.717649015674591	0.99204	0.7881	0.8635381289482117	0.9878	batch_size=128,checkpoint_epochs=False,epochs=15,version=1,n_gpus=4,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,num_classes=10,n=9,backend=keras,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2069	resnet56v1	cifar10	9.236542	50000	10000	1.	20180423:095235	20180423:110418	12	3446.576163	285.51553	0.837740000038147	0.6926775691604614	0.99266	0.7565	0.998336986732483	0.9818	batch_size=128,checkpoint_epochs=False,epochs=15,version=1,n_gpus=4,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,num_classes=10,n=9,backend=keras,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2069	resnet56v1	cifar10	9.236542	50000	10000	1.	20180423:095235	20180423:110418	13	3732.093907	285.473851	0.8426600000190735	0.6762124434661865	0.9930600000190735	0.7539	0.9612931179046631	0.9874	batch_size=128,checkpoint_epochs=False,epochs=15,version=1,n_gpus=4,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,num_classes=10,n=9,backend=keras,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2069	resnet56v1	cifar10	9.236542	50000	10000	1.	20180423:095235	20180423:110418	14	4017.569658	285.503787	0.84668	0.6638806485557556	0.992760000038147	0.7541	0.9642631750106812	0.9814	batch_size=128,checkpoint_epochs=False,epochs=15,version=1,n_gpus=4,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,num_classes=10,n=9,backend=keras,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2068	resnet56v1	cifar10	6.497888	50000	10000	1.	20180423:095250	20180423:110442	0	8.531544	299.293029	0.3548199999809265	2.242594864501953	0.85216	0.4322	1.9278214805603027	0.9104	epochs=15,subtract_pixel_mean=True,version=1,n=9,batch_size=128,scratchspace=/home/steinba/development/deeprace,n_gpus=4,checkpoint_epochs=False,data_augmentation=True,num_classes=10,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2068	resnet56v1	cifar10	6.497888	50000	10000	1.	20180423:095250	20180423:110442	1	307.826147	285.935853	0.52702	1.602702195892334	0.93814	0.546	1.5960241886138915	0.9454	epochs=15,subtract_pixel_mean=True,version=1,n=9,batch_size=128,scratchspace=/home/steinba/development/deeprace,n_gpus=4,checkpoint_epochs=False,data_augmentation=True,num_classes=10,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2068	resnet56v1	cifar10	6.497888	50000	10000	1.	20180423:095250	20180423:110442	2	593.76389	286.048118	0.6148	1.3491877361679077	0.95954	0.5983	1.4137902284622192	0.9587	epochs=15,subtract_pixel_mean=True,version=1,n=9,batch_size=128,scratchspace=/home/steinba/development/deeprace,n_gpus=4,checkpoint_epochs=False,data_augmentation=True,num_classes=10,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2068	resnet56v1	cifar10	6.497888	50000	10000	1.	20180423:095250	20180423:110442	3	879.813906	285.918574	0.67616	1.1602453221511841	0.97286	0.6394	1.2696520124435424	0.9631	epochs=15,subtract_pixel_mean=True,version=1,n=9,batch_size=128,scratchspace=/home/steinba/development/deeprace,n_gpus=4,checkpoint_epochs=False,data_augmentation=True,num_classes=10,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2068	resnet56v1	cifar10	6.497888	50000	10000	1.	20180423:095250	20180423:110442	4	1165.734439	286.00556	0.715679999961853	1.0436415827178955	0.9785	0.6595	1.2710044507980347	0.9609	epochs=15,subtract_pixel_mean=True,version=1,n=9,batch_size=128,scratchspace=/home/steinba/development/deeprace,n_gpus=4,checkpoint_epochs=False,data_augmentation=True,num_classes=10,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2068	resnet56v1	cifar10	6.497888	50000	10000	1.	20180423:095250	20180423:110442	5	1451.741552	285.914777	0.7418200000190734	0.9573928652572632	0.98326	0.7447	0.9575562786102295	0.9844	epochs=15,subtract_pixel_mean=True,version=1,n=9,batch_size=128,scratchspace=/home/steinba/development/deeprace,n_gpus=4,checkpoint_epochs=False,data_augmentation=True,num_classes=10,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2068	resnet56v1	cifar10	6.497888	50000	10000	1.	20180423:095250	20180423:110442	6	1737.658473	286.101581	0.7646600000190735	0.8956817443084717	0.9839400000190734	0.7073	1.095341411972046	0.9722	epochs=15,subtract_pixel_mean=True,version=1,n=9,batch_size=128,scratchspace=/home/steinba/development/deeprace,n_gpus=4,checkpoint_epochs=False,data_augmentation=True,num_classes=10,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2068	resnet56v1	cifar10	6.497888	50000	10000	1.	20180423:095250	20180423:110442	7	2023.761626	285.970761	0.7798600000190735	0.8497945768737794	0.98664	0.7077	1.1040890385627746	0.9701	epochs=15,subtract_pixel_mean=True,version=1,n=9,batch_size=128,scratchspace=/home/steinba/development/deeprace,n_gpus=4,checkpoint_epochs=False,data_augmentation=True,num_classes=10,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2068	resnet56v1	cifar10	6.497888	50000	10000	1.	20180423:095250	20180423:110442	8	2309.734248	285.967641	0.7913799999809266	0.8111949078369141	0.9874400000190735	0.7318	0.9912338497161866	0.9823	epochs=15,subtract_pixel_mean=True,version=1,n=9,batch_size=128,scratchspace=/home/steinba/development/deeprace,n_gpus=4,checkpoint_epochs=False,data_augmentation=True,num_classes=10,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2068	resnet56v1	cifar10	6.497888	50000	10000	1.	20180423:095250	20180423:110442	9	2595.703564	286.038739	0.7993000000381469	0.779254919834137	0.98964	0.7175	1.0178470207214356	0.9766	epochs=15,subtract_pixel_mean=True,version=1,n=9,batch_size=128,scratchspace=/home/steinba/development/deeprace,n_gpus=4,checkpoint_epochs=False,data_augmentation=True,num_classes=10,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2068	resnet56v1	cifar10	6.497888	50000	10000	1.	20180423:095250	20180423:110442	10	2881.744099	285.993895	0.81164	0.744596884021759	0.9900200000190735	0.728	1.0023973551750183	0.9808	epochs=15,subtract_pixel_mean=True,version=1,n=9,batch_size=128,scratchspace=/home/steinba/development/deeprace,n_gpus=4,checkpoint_epochs=False,data_augmentation=True,num_classes=10,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
