host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	acc	loss	top_k_catacc	val_acc	val_loss	val_top_k_catacc	opts	n_model_params	versions	comment
taurusi2059	resnet56v1	cifar10	11.431635	50000	10000	1.	20180423:130732	20180423:141944	0	8.549304	300.486057	0.43901999999046326	1.8834103959655761	0.8963799999809265	0.3117	3.311615814590454	0.8059	num_classes=10,n_gpus=4,scratchspace=/home/steinba/development/deeprace,n=9,subtract_pixel_mean=True,batch_size=128,data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2059	resnet56v1	cifar10	11.431635	50000	10000	1.	20180423:130732	20180423:141944	1	309.036998	287.627236	0.6029200000190735	1.4305481533050537	0.956279999961853	0.5222	1.7103812376022338	0.9591	num_classes=10,n_gpus=4,scratchspace=/home/steinba/development/deeprace,n=9,subtract_pixel_mean=True,batch_size=128,data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2059	resnet56v1	cifar10	11.431635	50000	10000	1.	20180423:130732	20180423:141944	2	596.666268	287.531229	0.6733199999809265	1.2307069290542603	0.969899999961853	0.5485	1.717987815475464	0.9418	num_classes=10,n_gpus=4,scratchspace=/home/steinba/development/deeprace,n=9,subtract_pixel_mean=True,batch_size=128,data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2059	resnet56v1	cifar10	11.431635	50000	10000	1.	20180423:130732	20180423:141944	3	884.199843	287.378138	0.720280000038147	1.0900956608200074	0.978740000038147	0.5573	1.6256702703475951	0.9673	num_classes=10,n_gpus=4,scratchspace=/home/steinba/development/deeprace,n=9,subtract_pixel_mean=True,batch_size=128,data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2059	resnet56v1	cifar10	11.431635	50000	10000	1.	20180423:130732	20180423:141944	4	1171.580438	287.350005	0.74644	1.0061496028137207	0.981380000038147	0.5801	1.842676997756958	0.9188	num_classes=10,n_gpus=4,scratchspace=/home/steinba/development/deeprace,n=9,subtract_pixel_mean=True,batch_size=128,data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2059	resnet56v1	cifar10	11.431635	50000	10000	1.	20180423:130732	20180423:141944	5	1458.932627	287.228295	0.76876	0.9353196691894531	0.984080000038147	0.7159	1.0897605427742005	0.9789	num_classes=10,n_gpus=4,scratchspace=/home/steinba/development/deeprace,n=9,subtract_pixel_mean=True,batch_size=128,data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2059	resnet56v1	cifar10	11.431635	50000	10000	1.	20180423:130732	20180423:141944	6	1746.162485	287.236752	0.7851	0.884141019897461	0.9864	0.6784	1.2717724922180176	0.9686	num_classes=10,n_gpus=4,scratchspace=/home/steinba/development/deeprace,n=9,subtract_pixel_mean=True,batch_size=128,data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2059	resnet56v1	cifar10	11.431635	50000	10000	1.	20180423:130732	20180423:141944	7	2033.407147	287.272687	0.7968799999809265	0.8410617558097839	0.98762	0.7382	1.0098572052001953	0.9815	num_classes=10,n_gpus=4,scratchspace=/home/steinba/development/deeprace,n=9,subtract_pixel_mean=True,batch_size=128,data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2059	resnet56v1	cifar10	11.431635	50000	10000	1.	20180423:130732	20180423:141944	8	2320.681987	287.382086	0.8064400000190735	0.8062740691375733	0.98938	0.6787	1.2706663213729859	0.9692	num_classes=10,n_gpus=4,scratchspace=/home/steinba/development/deeprace,n=9,subtract_pixel_mean=True,batch_size=128,data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2059	resnet56v1	cifar10	11.431635	50000	10000	1.	20180423:130732	20180423:141944	9	2608.066773	287.429566	0.816980000038147	0.7741623767089844	0.9906	0.6779	1.2451456100463867	0.9738	num_classes=10,n_gpus=4,scratchspace=/home/steinba/development/deeprace,n=9,subtract_pixel_mean=True,batch_size=128,data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2059	resnet56v1	cifar10	11.431635	50000	10000	1.	20180423:130732	20180423:141944	10	2895.498687	287.179166	0.8257199999809265	0.7457593776702881	0.9913000000190735	0.739	1.0123604043960572	0.9842	num_classes=10,n_gpus=4,scratchspace=/home/steinba/development/deeprace,n=9,subtract_pixel_mean=True,batch_size=128,data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2059	resnet56v1	cifar10	11.431635	50000	10000	1.	20180423:130732	20180423:141944	11	3182.679434	287.465678	0.832559999961853	0.7224230633354187	0.9917400000190735	0.7128	1.1789189563751221	0.9804	num_classes=10,n_gpus=4,scratchspace=/home/steinba/development/deeprace,n=9,subtract_pixel_mean=True,batch_size=128,data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2059	resnet56v1	cifar10	11.431635	50000	10000	1.	20180423:130732	20180423:141944	12	3470.147466	287.227859	0.8378600000190735	0.70430179895401	0.9926599999618531	0.7419	1.0294944316864014	0.9749	num_classes=10,n_gpus=4,scratchspace=/home/steinba/development/deeprace,n=9,subtract_pixel_mean=True,batch_size=128,data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2059	resnet56v1	cifar10	11.431635	50000	10000	1.	20180423:130732	20180423:141944	13	3757.378056	287.504766	0.845879999961853	0.6799206978416443	0.9936	0.6429	1.4851659587860107	0.971	num_classes=10,n_gpus=4,scratchspace=/home/steinba/development/deeprace,n=9,subtract_pixel_mean=True,batch_size=128,data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2059	resnet56v1	cifar10	11.431635	50000	10000	1.	20180423:130732	20180423:141944	14	4044.885126	287.248151	0.8502999999809265	0.6621846884155274	0.99372	0.7678	1.0016139719963073	0.9787	num_classes=10,n_gpus=4,scratchspace=/home/steinba/development/deeprace,n=9,subtract_pixel_mean=True,batch_size=128,data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,backend=keras	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2070	resnet56v1	cifar10	9.933911	50000	10000	1.	20180423:095235	20180423:110428	0	8.591388	299.498682	0.38715999999046324	2.0535520809936525	0.875740000038147	0.4198	1.9345651901245118	0.9048	batch_size=128,backend=keras,scratchspace=/home/steinba/development/deeprace,n_gpus=4,data_augmentation=True,subtract_pixel_mean=True,epochs=15,num_classes=10,checkpoint_epochs=False,n=9,version=1	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2070	resnet56v1	cifar10	9.933911	50000	10000	1.	20180423:095235	20180423:110428	1	308.091729	286.273627	0.551419999961853	1.5330256707382202	0.9445800000190735	0.4817	1.935445869064331	0.9137	batch_size=128,backend=keras,scratchspace=/home/steinba/development/deeprace,n_gpus=4,data_augmentation=True,subtract_pixel_mean=True,epochs=15,num_classes=10,checkpoint_epochs=False,n=9,version=1	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2070	resnet56v1	cifar10	9.933911	50000	10000	1.	20180423:095235	20180423:110428	2	594.366931	286.210935	0.63594	1.2965995537567139	0.9639	0.5011	1.830386879348755	0.9303	batch_size=128,backend=keras,scratchspace=/home/steinba/development/deeprace,n_gpus=4,data_augmentation=True,subtract_pixel_mean=True,epochs=15,num_classes=10,checkpoint_epochs=False,n=9,version=1	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2070	resnet56v1	cifar10	9.933911	50000	10000	1.	20180423:095235	20180423:110428	3	880.579451	286.059346	0.6891599999618531	1.1294542977142334	0.974560000038147	0.6812	1.1914239980697632	0.9739	batch_size=128,backend=keras,scratchspace=/home/steinba/development/deeprace,n_gpus=4,data_augmentation=True,subtract_pixel_mean=True,epochs=15,num_classes=10,checkpoint_epochs=False,n=9,version=1	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2070	resnet56v1	cifar10	9.933911	50000	10000	1.	20180423:095235	20180423:110428	4	1166.640631	286.299674	0.7286199999809265	1.0171597286605836	0.9804199999809265	0.6993	1.1248181699752808	0.9742	batch_size=128,backend=keras,scratchspace=/home/steinba/development/deeprace,n_gpus=4,data_augmentation=True,subtract_pixel_mean=True,epochs=15,num_classes=10,checkpoint_epochs=False,n=9,version=1	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2070	resnet56v1	cifar10	9.933911	50000	10000	1.	20180423:095235	20180423:110428	5	1452.942558	285.995451	0.753199999961853	0.9323464071273804	0.9844600000381469	0.6738	1.2063148149490357	0.9763	batch_size=128,backend=keras,scratchspace=/home/steinba/development/deeprace,n_gpus=4,data_augmentation=True,subtract_pixel_mean=True,epochs=15,num_classes=10,checkpoint_epochs=False,n=9,version=1	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2070	resnet56v1	cifar10	9.933911	50000	10000	1.	20180423:095235	20180423:110428	6	1738.939774	286.087103	0.7688399999809266	0.8819900223350525	0.98548	0.6921	1.1175295171737671	0.9795	batch_size=128,backend=keras,scratchspace=/home/steinba/development/deeprace,n_gpus=4,data_augmentation=True,subtract_pixel_mean=True,epochs=15,num_classes=10,checkpoint_epochs=False,n=9,version=1	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2070	resnet56v1	cifar10	9.933911	50000	10000	1.	20180423:095235	20180423:110428	7	2025.028466	286.068402	0.7846800000190735	0.8350535027122498	0.9876800000190735	0.7412	0.9684138749122619	0.9812	batch_size=128,backend=keras,scratchspace=/home/steinba/development/deeprace,n_gpus=4,data_augmentation=True,subtract_pixel_mean=True,epochs=15,num_classes=10,checkpoint_epochs=False,n=9,version=1	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2070	resnet56v1	cifar10	9.933911	50000	10000	1.	20180423:095235	20180423:110428	8	2311.098888	285.926352	0.7990799999618531	0.7909026902770996	0.9883000000190735	0.7209	1.0622361310958863	0.9772	batch_size=128,backend=keras,scratchspace=/home/steinba/development/deeprace,n_gpus=4,data_augmentation=True,subtract_pixel_mean=True,epochs=15,num_classes=10,checkpoint_epochs=False,n=9,version=1	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2070	resnet56v1	cifar10	9.933911	50000	10000	1.	20180423:095235	20180423:110428	9	2597.02741	286.056023	0.80854	0.7620015656089782	0.9897400000190735	0.7185	1.0713673132896424	0.9808	batch_size=128,backend=keras,scratchspace=/home/steinba/development/deeprace,n_gpus=4,data_augmentation=True,subtract_pixel_mean=True,epochs=15,num_classes=10,checkpoint_epochs=False,n=9,version=1	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2070	resnet56v1	cifar10	9.933911	50000	10000	1.	20180423:095235	20180423:110428	10	2883.08569	286.010991	0.8185399999809265	0.7312423719978333	0.9912200000381469	0.6546	1.3590416023254395	0.9449	batch_size=128,backend=keras,scratchspace=/home/steinba/development/deeprace,n_gpus=4,data_augmentation=True,subtract_pixel_mean=True,epochs=15,num_classes=10,checkpoint_epochs=False,n=9,version=1	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2070	resnet56v1	cifar10	9.933911	50000	10000	1.	20180423:095235	20180423:110428	11	3169.098261	286.187981	0.823999999961853	0.7126425754356385	0.992260000038147	0.7988	0.8078560056686401	0.9869	batch_size=128,backend=keras,scratchspace=/home/steinba/development/deeprace,n_gpus=4,data_augmentation=True,subtract_pixel_mean=True,epochs=15,num_classes=10,checkpoint_epochs=False,n=9,version=1	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2070	resnet56v1	cifar10	9.933911	50000	10000	1.	20180423:095235	20180423:110428	12	3455.288251	285.911004	0.8314800000381469	0.6877397922515869	0.99206	0.7792	0.8594933955192566	0.9858	batch_size=128,backend=keras,scratchspace=/home/steinba/development/deeprace,n_gpus=4,data_augmentation=True,subtract_pixel_mean=True,epochs=15,num_classes=10,checkpoint_epochs=False,n=9,version=1	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2070	resnet56v1	cifar10	9.933911	50000	10000	1.	20180423:095235	20180423:110428	13	3741.200834	285.984978	0.8396400000190735	0.6657522589111328	0.99306	0.7428	1.02447262506485	0.9826	batch_size=128,backend=keras,scratchspace=/home/steinba/development/deeprace,n_gpus=4,data_augmentation=True,subtract_pixel_mean=True,epochs=15,num_classes=10,checkpoint_epochs=False,n=9,version=1	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2070	resnet56v1	cifar10	9.933911	50000	10000	1.	20180423:095235	20180423:110428	14	4027.189479	285.857261	0.843499999961853	0.6554270088768005	0.99322	0.6806	1.2869434404373168	0.9731	batch_size=128,backend=keras,scratchspace=/home/steinba/development/deeprace,n_gpus=4,data_augmentation=True,subtract_pixel_mean=True,epochs=15,num_classes=10,checkpoint_epochs=False,n=9,version=1	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2069	resnet56v1	cifar10	9.236542	50000	10000	1.	20180423:095235	20180423:110418	0	8.561623	298.354548	0.42502	1.9661880227661133	0.8901799999809266	0.4121	2.170139472961426	0.8776	batch_size=128,checkpoint_epochs=False,epochs=15,version=1,n_gpus=4,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,num_classes=10,n=9,backend=keras,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2069	resnet56v1	cifar10	9.236542	50000	10000	1.	20180423:095235	20180423:110418	1	306.917735	285.513571	0.5928200000381469	1.4487539459228516	0.95352	0.4154	2.4987354824066164	0.8985	batch_size=128,checkpoint_epochs=False,epochs=15,version=1,n_gpus=4,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,num_classes=10,n=9,backend=keras,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2069	resnet56v1	cifar10	9.236542	50000	10000	1.	20180423:095235	20180423:110418	2	592.433535	285.482852	0.6635999999809266	1.2397919687652588	0.9691000000190735	0.5594	1.7104628688812256	0.9407	batch_size=128,checkpoint_epochs=False,epochs=15,version=1,n_gpus=4,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,num_classes=10,n=9,backend=keras,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2069	resnet56v1	cifar10	9.236542	50000	10000	1.	20180423:095235	20180423:110418	3	877.91803	285.586197	0.7093199999809265	1.1040590026474	0.9770199999809265	0.6554	1.297953671836853	0.9566	batch_size=128,checkpoint_epochs=False,epochs=15,version=1,n_gpus=4,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,num_classes=10,n=9,backend=keras,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
taurusi2069	resnet56v1	cifar10	9.236542	50000	10000	1.	20180423:095235	20180423:110418	4	1163.506216	285.49651	0.74182	1.003044358177185	0.9820200000190735	0.7021	1.1380303421020508	0.9777	batch_size=128,checkpoint_epochs=False,epochs=15,version=1,n_gpus=4,scratchspace=/home/steinba/development/deeprace,subtract_pixel_mean=True,num_classes=10,n=9,backend=keras,data_augmentation=True	861770	keras:2.1.5,backend:tensorflow:1.5.0	k80:4,fs:nfs,singularity:lustre
