host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	acc	loss	val_acc	val_loss	opts	n_model_params	versions	comment
taurusi2065	resnet32v1	cifar10	3.218796	50000.0	10000.0	1.	20180420:172438	20180420:172533	0	5.111283	45.079400300979614	0.953125	0.417347	0.9029	0.55966645	checkpoint_epochs=False,data_augmentation=True,n_gpus=1,scratchspace=/home/steinba/development/deeprace,num_classes=10,batch_size=512,version=1,backend=tf,subtract_pixel_mean=True,n=5,epochs=15	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2065	resnet32v1	cifar10	3.218796	50000.0	10000.0	1.	20180420:172438	20180420:172533	1	55.432046	45.05546236038208	0.9375	0.46655893	0.9035	0.55455166	checkpoint_epochs=False,data_augmentation=True,n_gpus=1,scratchspace=/home/steinba/development/deeprace,num_classes=10,batch_size=512,version=1,backend=tf,subtract_pixel_mean=True,n=5,epochs=15	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2065	resnet32v1	cifar10	3.218796	50000.0	10000.0	1.	20180420:172438	20180420:172533	2	3.247349	44.84926152229309	0.9355469	0.45421925	0.9041	0.55007786	checkpoint_epochs=False,data_augmentation=True,n_gpus=1,scratchspace=/home/steinba/development/deeprace,num_classes=10,batch_size=512,version=1,backend=tf,subtract_pixel_mean=True,n=5,epochs=15	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2065	resnet32v1	cifar10	3.218796	50000.0	10000.0	1.	20180420:172438	20180420:172533	3	49.43462	45.03003644943237	0.9589844	0.39873123	0.9057	0.54972947	checkpoint_epochs=False,data_augmentation=True,n_gpus=1,scratchspace=/home/steinba/development/deeprace,num_classes=10,batch_size=512,version=1,backend=tf,subtract_pixel_mean=True,n=5,epochs=15	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2065	resnet32v1	cifar10	3.218796	50000.0	10000.0	1.	20180420:172438	20180420:172533	4	3.177827	44.87488055229187	0.9472656	0.4372145	0.9076	0.5470818	checkpoint_epochs=False,data_augmentation=True,n_gpus=1,scratchspace=/home/steinba/development/deeprace,num_classes=10,batch_size=512,version=1,backend=tf,subtract_pixel_mean=True,n=5,epochs=15	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2065	resnet32v1	cifar10	3.218796	50000.0	10000.0	1.	20180420:172438	20180420:172533	5	50.103655	44.94120168685913	0.9550781	0.41432202	0.9076	0.54066324	checkpoint_epochs=False,data_augmentation=True,n_gpus=1,scratchspace=/home/steinba/development/deeprace,num_classes=10,batch_size=512,version=1,backend=tf,subtract_pixel_mean=True,n=5,epochs=15	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2065	resnet32v1	cifar10	3.218796	50000.0	10000.0	1.	20180420:172438	20180420:172533	6	3.198989	45.41328454017639	0.9609375	0.39508644	0.907	0.5403843	checkpoint_epochs=False,data_augmentation=True,n_gpus=1,scratchspace=/home/steinba/development/deeprace,num_classes=10,batch_size=512,version=1,backend=tf,subtract_pixel_mean=True,n=5,epochs=15	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2065	resnet32v1	cifar10	3.218796	50000.0	10000.0	1.	20180420:172438	20180420:172533	7	50.404438	44.88434362411499	0.9609375	0.40009874	0.9086	0.5384229	checkpoint_epochs=False,data_augmentation=True,n_gpus=1,scratchspace=/home/steinba/development/deeprace,num_classes=10,batch_size=512,version=1,backend=tf,subtract_pixel_mean=True,n=5,epochs=15	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2065	resnet32v1	cifar10	3.218796	50000.0	10000.0	1.	20180420:172438	20180420:172533	8	3.242676	44.82842421531677	0.91015625	0.5344259	0.8869	0.6031432	checkpoint_epochs=False,data_augmentation=True,n_gpus=1,scratchspace=/home/steinba/development/deeprace,num_classes=10,batch_size=512,version=1,backend=tf,subtract_pixel_mean=True,n=5,epochs=15	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2065	resnet32v1	cifar10	3.218796	50000.0	10000.0	1.	20180420:172438	20180420:172533	9	49.371821	45.06830310821533	0.9628906	0.36716396	0.9093	0.53718865	checkpoint_epochs=False,data_augmentation=True,n_gpus=1,scratchspace=/home/steinba/development/deeprace,num_classes=10,batch_size=512,version=1,backend=tf,subtract_pixel_mean=True,n=5,epochs=15	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
