host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	acc	loss	val_acc	val_loss	opts	n_model_params	versions	comment
taurusi2072	resnet56v1	cifar10	3.289148	50000.0	10000.0	1.	20180421:003710	20180421:003835	0	5.629017	68.99643611907959	0.087890625	2.768914	0.1	8074.3047	subtract_pixel_mean=True,backend=tf,n_gpus=1,version=1,scratchspace=/home/steinba/development/deeprace,checkpoint_epochs=False,data_augmentation=True,epochs=15,num_classes=10,n=9,batch_size=512	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2072	resnet56v1	cifar10	3.289148	50000.0	10000.0	1.	20180421:003710	20180421:003835	1	76.154653	69.12255597114563	0.3828125	2.0063145	0.1164	15.951578	subtract_pixel_mean=True,backend=tf,n_gpus=1,version=1,scratchspace=/home/steinba/development/deeprace,checkpoint_epochs=False,data_augmentation=True,epochs=15,num_classes=10,n=9,batch_size=512	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2072	resnet56v1	cifar10	3.289148	50000.0	10000.0	1.	20180421:003710	20180421:003835	2	5.780436	69.01224875450134	0.48828125	1.7408297	0.108	7.1683273	subtract_pixel_mean=True,backend=tf,n_gpus=1,version=1,scratchspace=/home/steinba/development/deeprace,checkpoint_epochs=False,data_augmentation=True,epochs=15,num_classes=10,n=9,batch_size=512	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2072	resnet56v1	cifar10	3.289148	50000.0	10000.0	1.	20180421:003710	20180421:003835	3	76.442857	69.43774008750916	0.6152344	1.3978478	0.1359	5.041498	subtract_pixel_mean=True,backend=tf,n_gpus=1,version=1,scratchspace=/home/steinba/development/deeprace,checkpoint_epochs=False,data_augmentation=True,epochs=15,num_classes=10,n=9,batch_size=512	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2072	resnet56v1	cifar10	3.289148	50000.0	10000.0	1.	20180421:003710	20180421:003835	4	5.757548	69.6053216457367	0.6894531	1.1976243	0.3294	2.346641	subtract_pixel_mean=True,backend=tf,n_gpus=1,version=1,scratchspace=/home/steinba/development/deeprace,checkpoint_epochs=False,data_augmentation=True,epochs=15,num_classes=10,n=9,batch_size=512	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2072	resnet56v1	cifar10	3.289148	50000.0	10000.0	1.	20180421:003710	20180421:003835	5	77.272093	69.75262022018433	0.7519531	1.0458909	0.2455	2.2860868	subtract_pixel_mean=True,backend=tf,n_gpus=1,version=1,scratchspace=/home/steinba/development/deeprace,checkpoint_epochs=False,data_augmentation=True,epochs=15,num_classes=10,n=9,batch_size=512	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2072	resnet56v1	cifar10	3.289148	50000.0	10000.0	1.	20180421:003710	20180421:003835	6	5.768601	69.2250907421112	0.7578125	1.0580497	0.2309	2.5094523	subtract_pixel_mean=True,backend=tf,n_gpus=1,version=1,scratchspace=/home/steinba/development/deeprace,checkpoint_epochs=False,data_augmentation=True,epochs=15,num_classes=10,n=9,batch_size=512	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2072	resnet56v1	cifar10	3.289148	50000.0	10000.0	1.	20180421:003710	20180421:003835	7	77.428675	68.99537968635559	0.7734375	0.89666086	0.2263	2.4824147	subtract_pixel_mean=True,backend=tf,n_gpus=1,version=1,scratchspace=/home/steinba/development/deeprace,checkpoint_epochs=False,data_augmentation=True,epochs=15,num_classes=10,n=9,batch_size=512	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2072	resnet56v1	cifar10	3.289148	50000.0	10000.0	1.	20180421:003710	20180421:003835	8	6.028436	69.01372981071472	0.7949219	0.8571607	0.1607	2.5401165	subtract_pixel_mean=True,backend=tf,n_gpus=1,version=1,scratchspace=/home/steinba/development/deeprace,checkpoint_epochs=False,data_augmentation=True,epochs=15,num_classes=10,n=9,batch_size=512	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2072	resnet56v1	cifar10	3.289148	50000.0	10000.0	1.	20180421:003710	20180421:003835	9	77.29558	68.98304152488708	0.84765625	0.76476455	0.168	2.5376418	subtract_pixel_mean=True,backend=tf,n_gpus=1,version=1,scratchspace=/home/steinba/development/deeprace,checkpoint_epochs=False,data_augmentation=True,epochs=15,num_classes=10,n=9,batch_size=512	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
