host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	acc	loss	val_acc	val_loss	opts	n_model_params	versions	comment
taurusi2099	resnet56v1	cifar10	3.173756	50000.0	10000.0	1.	20180420:235701	20180420:235828	0	4.792858	70.35565209388733	0.15625	2.7577906	0.1017	12.295844	backend=tf,version=1,epochs=15,data_augmentation=True,n=9,scratchspace=/home/steinba/development/deeprace,batch_size=128,checkpoint_epochs=False,num_classes=10,n_gpus=1,subtract_pixel_mean=True	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2099	resnet56v1	cifar10	3.173756	50000.0	10000.0	1.	20180420:235701	20180420:235828	1	76.290739	69.99552416801453	0.546875	1.6368124	0.1836	5.02876	backend=tf,version=1,epochs=15,data_augmentation=True,n=9,scratchspace=/home/steinba/development/deeprace,batch_size=128,checkpoint_epochs=False,num_classes=10,n_gpus=1,subtract_pixel_mean=True	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2099	resnet56v1	cifar10	3.173756	50000.0	10000.0	1.	20180420:235701	20180420:235828	2	4.924514	70.45651531219482	0.7109375	1.174182	0.4604	2.1244779	backend=tf,version=1,epochs=15,data_augmentation=True,n=9,scratchspace=/home/steinba/development/deeprace,batch_size=128,checkpoint_epochs=False,num_classes=10,n_gpus=1,subtract_pixel_mean=True	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2099	resnet56v1	cifar10	3.173756	50000.0	10000.0	1.	20180420:235701	20180420:235828	3	76.07267	70.33016610145569	0.734375	1.1901459	0.5443	1.7147845	backend=tf,version=1,epochs=15,data_augmentation=True,n=9,scratchspace=/home/steinba/development/deeprace,batch_size=128,checkpoint_epochs=False,num_classes=10,n_gpus=1,subtract_pixel_mean=True	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2099	resnet56v1	cifar10	3.173756	50000.0	10000.0	1.	20180420:235701	20180420:235828	4	4.893587	70.2760500907898	0.765625	0.9884867	0.6701	1.2533947	backend=tf,version=1,epochs=15,data_augmentation=True,n=9,scratchspace=/home/steinba/development/deeprace,batch_size=128,checkpoint_epochs=False,num_classes=10,n_gpus=1,subtract_pixel_mean=True	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2099	resnet56v1	cifar10	3.173756	50000.0	10000.0	1.	20180420:235701	20180420:235828	5	77.457578	70.32395768165588	0.78125	0.86801624	0.6768	1.2315766	backend=tf,version=1,epochs=15,data_augmentation=True,n=9,scratchspace=/home/steinba/development/deeprace,batch_size=128,checkpoint_epochs=False,num_classes=10,n_gpus=1,subtract_pixel_mean=True	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2099	resnet56v1	cifar10	3.173756	50000.0	10000.0	1.	20180420:235701	20180420:235828	6	4.905276	70.45728182792664	0.8359375	0.79339564	0.6846	1.1796098	backend=tf,version=1,epochs=15,data_augmentation=True,n=9,scratchspace=/home/steinba/development/deeprace,batch_size=128,checkpoint_epochs=False,num_classes=10,n_gpus=1,subtract_pixel_mean=True	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2099	resnet56v1	cifar10	3.173756	50000.0	10000.0	1.	20180420:235701	20180420:235828	7	77.312277	70.13456010818481	0.8046875	0.8168523	0.7062	1.1321443	backend=tf,version=1,epochs=15,data_augmentation=True,n=9,scratchspace=/home/steinba/development/deeprace,batch_size=128,checkpoint_epochs=False,num_classes=10,n_gpus=1,subtract_pixel_mean=True	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2099	resnet56v1	cifar10	3.173756	50000.0	10000.0	1.	20180420:235701	20180420:235828	8	4.93248	70.42025399208069	0.8359375	0.69516015	0.5455	1.9097935	backend=tf,version=1,epochs=15,data_augmentation=True,n=9,scratchspace=/home/steinba/development/deeprace,batch_size=128,checkpoint_epochs=False,num_classes=10,n_gpus=1,subtract_pixel_mean=True	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
taurusi2099	resnet56v1	cifar10	3.173756	50000.0	10000.0	1.	20180420:235701	20180420:235828	9	77.321167	70.26543974876404	0.8515625	0.68842596	0.6859	1.144518	backend=tf,version=1,epochs=15,data_augmentation=True,n=9,scratchspace=/home/steinba/development/deeprace,batch_size=128,checkpoint_epochs=False,num_classes=10,n_gpus=1,subtract_pixel_mean=True	None	unknown:0.0	k80:1,fs:nfs,singularity:lustre
