host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	acc	loss	lr	top_k_categorical_accuracy	val_acc	val_loss	val_top_k_categorical_accuracy	opts	n_model_params	versions	comment
instance-1	resnet32v1	cifar10	2.703919	50000	10000	1.	20180424:033452	20180424:034616	0	9.535221	71.336828	0.378140000219	1.95618071754	0.001	0.860400000286	0.392100000143	1.86325147057	0.897799999619	epochs=10,data_augmentation=True,backend=keras,checkpoint_epochs=False,n_gpus=1,n=5,num_classes=10,version=1,subtract_pixel_mean=True,batch_size=512,scratchspace=/home/steinbac/deeprace/scripts/gce	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.703919	50000	10000	1.	20180424:033452	20180424:034616	1	80.873462	67.182952	0.53470000021	1.46862595646	0.001	0.943959999847	0.468200000095	1.76747618198	0.921699999237	epochs=10,data_augmentation=True,backend=keras,checkpoint_epochs=False,n_gpus=1,n=5,num_classes=10,version=1,subtract_pixel_mean=True,batch_size=512,scratchspace=/home/steinbac/deeprace/scripts/gce	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.703919	50000	10000	1.	20180424:033452	20180424:034616	2	148.057908	67.164902	0.607240000305	1.2796828793	0.001	0.960760000248	0.421700000668	2.30975654488	0.899400000572	epochs=10,data_augmentation=True,backend=keras,checkpoint_epochs=False,n_gpus=1,n=5,num_classes=10,version=1,subtract_pixel_mean=True,batch_size=512,scratchspace=/home/steinbac/deeprace/scripts/gce	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.703919	50000	10000	1.	20180424:033452	20180424:034616	3	215.224111	67.072169	0.649180000362	1.16347217602	0.001	0.96854000021	0.5301	1.70727907257	0.932399998093	epochs=10,data_augmentation=True,backend=keras,checkpoint_epochs=False,n_gpus=1,n=5,num_classes=10,version=1,subtract_pixel_mean=True,batch_size=512,scratchspace=/home/steinbac/deeprace/scripts/gce	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.703919	50000	10000	1.	20180424:033452	20180424:034616	4	282.297649	67.077915	0.684260000019	1.0678365369	0.001	0.975679999828	0.587300000668	1.46605878391	0.964400000763	epochs=10,data_augmentation=True,backend=keras,checkpoint_epochs=False,n_gpus=1,n=5,num_classes=10,version=1,subtract_pixel_mean=True,batch_size=512,scratchspace=/home/steinbac/deeprace/scripts/gce	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.703919	50000	10000	1.	20180424:033452	20180424:034616	5	349.376889	67.075653	0.714660000401	0.984063866577	0.001	0.979980000057	0.561300000477	1.59796410866	0.955800000191	epochs=10,data_augmentation=True,backend=keras,checkpoint_epochs=False,n_gpus=1,n=5,num_classes=10,version=1,subtract_pixel_mean=True,batch_size=512,scratchspace=/home/steinbac/deeprace/scripts/gce	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.703919	50000	10000	1.	20180424:033452	20180424:034616	6	416.45393	67.095012	0.736240000019	0.923910616531	0.001	0.983099999905	0.6563	1.21224975052	0.969599999046	epochs=10,data_augmentation=True,backend=keras,checkpoint_epochs=False,n_gpus=1,n=5,num_classes=10,version=1,subtract_pixel_mean=True,batch_size=512,scratchspace=/home/steinbac/deeprace/scripts/gce	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.703919	50000	10000	1.	20180424:033452	20180424:034616	7	483.550301	67.032068	0.755640000496	0.875007519188	0.001	0.984959999981	0.560800000572	1.64209304161	0.960999999046	epochs=10,data_augmentation=True,backend=keras,checkpoint_epochs=False,n_gpus=1,n=5,num_classes=10,version=1,subtract_pixel_mean=True,batch_size=512,scratchspace=/home/steinbac/deeprace/scripts/gce	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.703919	50000	10000	1.	20180424:033452	20180424:034616	8	550.583558	66.956292	0.771579999962	0.824391193676	0.001	0.987079999752	0.691600000668	1.11220319729	0.977899999619	epochs=10,data_augmentation=True,backend=keras,checkpoint_epochs=False,n_gpus=1,n=5,num_classes=10,version=1,subtract_pixel_mean=True,batch_size=512,scratchspace=/home/steinbac/deeprace/scripts/gce	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.703919	50000	10000	1.	20180424:033452	20180424:034616	9	617.541161	67.029095	0.784760000095	0.786201130466	0.001	0.988979999981	0.677000000668	1.1441964529	0.977599999619	epochs=10,data_augmentation=True,backend=keras,checkpoint_epochs=False,n_gpus=1,n=5,num_classes=10,version=1,subtract_pixel_mean=True,batch_size=512,scratchspace=/home/steinbac/deeprace/scripts/gce	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.784731	50000	10000	1.	20180423:111303	20180423:112449	0	9.842835	73.695935	0.384360000114	1.95722695374	0.001	0.865280000076	0.380000001144	1.97797472878	0.883299998283	n=5,scratchspace=/home/steinbac/deeprace/scripts/gce,batch_size=512,version=1,subtract_pixel_mean=True,num_classes=10,epochs=10,checkpoint_epochs=False,n_gpus=1,data_augmentation=True,backend=keras	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.784731	50000	10000	1.	20180423:111303	20180423:112449	1	83.540087	69.043662	0.532060000095	1.48429625767	0.001	0.941520000153	0.547100000477	1.4320854332	0.9447	n=5,scratchspace=/home/steinbac/deeprace/scripts/gce,batch_size=512,version=1,subtract_pixel_mean=True,num_classes=10,epochs=10,checkpoint_epochs=False,n_gpus=1,data_augmentation=True,backend=keras	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.784731	50000	10000	1.	20180423:111303	20180423:112449	2	152.585103	69.163694	0.598540000153	1.30446829311	0.001	0.958160000191	0.513600000858	1.69522990971	0.914299999046	n=5,scratchspace=/home/steinbac/deeprace/scripts/gce,batch_size=512,version=1,subtract_pixel_mean=True,num_classes=10,epochs=10,checkpoint_epochs=False,n_gpus=1,data_augmentation=True,backend=keras	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.784731	50000	10000	1.	20180423:111303	20180423:112449	3	221.750575	69.176001	0.643760000038	1.17905020695	0.001	0.967780000019	0.532799999714	1.63227916698	0.940900001717	n=5,scratchspace=/home/steinbac/deeprace/scripts/gce,batch_size=512,version=1,subtract_pixel_mean=True,num_classes=10,epochs=10,checkpoint_epochs=False,n_gpus=1,data_augmentation=True,backend=keras	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.784731	50000	10000	1.	20180423:111303	20180423:112449	4	290.928195	69.130661	0.681580000153	1.08181363964	0.001	0.973700000134	0.605600000763	1.36599969673	0.933999999619	n=5,scratchspace=/home/steinbac/deeprace/scripts/gce,batch_size=512,version=1,subtract_pixel_mean=True,num_classes=10,epochs=10,checkpoint_epochs=False,n_gpus=1,data_augmentation=True,backend=keras	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.784731	50000	10000	1.	20180423:111303	20180423:112449	5	360.060317	69.271782	0.710240000496	1.00186099634	0.001	0.979140000286	0.5607	1.58388623047	0.960699998856	n=5,scratchspace=/home/steinbac/deeprace/scripts/gce,batch_size=512,version=1,subtract_pixel_mean=True,num_classes=10,epochs=10,checkpoint_epochs=False,n_gpus=1,data_augmentation=True,backend=keras	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.784731	50000	10000	1.	20180423:111303	20180423:112449	6	429.333386	69.060923	0.736180000191	0.928616290436	0.001	0.981719999981	0.617099999428	1.35915898476	0.963599999046	n=5,scratchspace=/home/steinbac/deeprace/scripts/gce,batch_size=512,version=1,subtract_pixel_mean=True,num_classes=10,epochs=10,checkpoint_epochs=False,n_gpus=1,data_augmentation=True,backend=keras	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.784731	50000	10000	1.	20180423:111303	20180423:112449	7	498.395775	69.083408	0.758180000343	0.867016689243	0.001	0.985119999981	0.679300000763	1.13325683632	0.969200000572	n=5,scratchspace=/home/steinbac/deeprace/scripts/gce,batch_size=512,version=1,subtract_pixel_mean=True,num_classes=10,epochs=10,checkpoint_epochs=False,n_gpus=1,data_augmentation=True,backend=keras	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.784731	50000	10000	1.	20180423:111303	20180423:112449	8	567.480421	69.173608	0.773560000401	0.819908387928	0.001	0.987020000362	0.657400000381	1.21095278969	0.971599999428	n=5,scratchspace=/home/steinbac/deeprace/scripts/gce,batch_size=512,version=1,subtract_pixel_mean=True,num_classes=10,epochs=10,checkpoint_epochs=False,n_gpus=1,data_augmentation=True,backend=keras	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.784731	50000	10000	1.	20180423:111303	20180423:112449	9	636.655794	69.127593	0.787619999962	0.779653034744	0.001	0.988180000057	0.632700000858	1.38250241642	0.971899999046	n=5,scratchspace=/home/steinbac/deeprace/scripts/gce,batch_size=512,version=1,subtract_pixel_mean=True,num_classes=10,epochs=10,checkpoint_epochs=False,n_gpus=1,data_augmentation=True,backend=keras	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.780547	50000	10000	1.	20180423:123543	20180423:124729	0	9.863204	73.361481	0.347800000114	2.06945125324	0.001	0.848360000153	0.258400000381	2.41539354248	0.824400000286	checkpoint_epochs=False,num_classes=10,epochs=10,batch_size=512,scratchspace=/home/steinbac/deeprace/scripts/gce,n=5,version=1,n_gpus=1,subtract_pixel_mean=True,backend=keras,data_augmentation=True	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.780547	50000	10000	1.	20180423:123543	20180423:124729	1	83.226066	69.243956	0.509180000134	1.5402278986	0.001	0.932820000229	0.411999999762	1.93542459259	0.894200002861	checkpoint_epochs=False,num_classes=10,epochs=10,batch_size=512,scratchspace=/home/steinbac/deeprace/scripts/gce,n=5,version=1,n_gpus=1,subtract_pixel_mean=True,backend=keras,data_augmentation=True	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.780547	50000	10000	1.	20180423:123543	20180423:124729	2	152.471226	69.209689	0.589320000267	1.32910478706	0.001	0.956240000095	0.574200002098	1.37245995464	0.957099998856	checkpoint_epochs=False,num_classes=10,epochs=10,batch_size=512,scratchspace=/home/steinbac/deeprace/scripts/gce,n=5,version=1,n_gpus=1,subtract_pixel_mean=True,backend=keras,data_augmentation=True	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.780547	50000	10000	1.	20180423:123543	20180423:124729	3	221.68211	69.125648	0.640600000381	1.18979242874	0.001	0.968180000191	0.5049	1.81531979065	0.932499999046	checkpoint_epochs=False,num_classes=10,epochs=10,batch_size=512,scratchspace=/home/steinbac/deeprace/scripts/gce,n=5,version=1,n_gpus=1,subtract_pixel_mean=True,backend=keras,data_augmentation=True	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.780547	50000	10000	1.	20180423:123543	20180423:124729	4	290.809203	69.104811	0.680840000496	1.07906806747	0.001	0.974640000362	0.529700001717	1.72993897285	0.90799999752	checkpoint_epochs=False,num_classes=10,epochs=10,batch_size=512,scratchspace=/home/steinbac/deeprace/scripts/gce,n=5,version=1,n_gpus=1,subtract_pixel_mean=True,backend=keras,data_augmentation=True	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.780547	50000	10000	1.	20180423:123543	20180423:124729	5	359.915382	69.425284	0.713280000114	0.989166336193	0.001	0.979739999905	0.687500022888	1.07083735132	0.973400022697	checkpoint_epochs=False,num_classes=10,epochs=10,batch_size=512,scratchspace=/home/steinbac/deeprace/scripts/gce,n=5,version=1,n_gpus=1,subtract_pixel_mean=True,backend=keras,data_augmentation=True	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.780547	50000	10000	1.	20180423:123543	20180423:124729	6	429.341825	69.257296	0.741180000229	0.912937254791	0.001	0.982959999828	0.618100001907	1.32254522038	0.972799999428	checkpoint_epochs=False,num_classes=10,epochs=10,batch_size=512,scratchspace=/home/steinbac/deeprace/scripts/gce,n=5,version=1,n_gpus=1,subtract_pixel_mean=True,backend=keras,data_augmentation=True	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.780547	50000	10000	1.	20180423:123543	20180423:124729	7	498.600478	69.068759	0.756460000553	0.866579188328	0.001	0.985119999905	0.637900000191	1.32554265556	0.965199998856	checkpoint_epochs=False,num_classes=10,epochs=10,batch_size=512,scratchspace=/home/steinbac/deeprace/scripts/gce,n=5,version=1,n_gpus=1,subtract_pixel_mean=True,backend=keras,data_augmentation=True	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.780547	50000	10000	1.	20180423:123543	20180423:124729	8	567.670531	69.191682	0.77244000021	0.819586597595	0.001	0.988000000057	0.596899999619	1.4537776619	0.954700000381	checkpoint_epochs=False,num_classes=10,epochs=10,batch_size=512,scratchspace=/home/steinbac/deeprace/scripts/gce,n=5,version=1,n_gpus=1,subtract_pixel_mean=True,backend=keras,data_augmentation=True	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.780547	50000	10000	1.	20180423:123543	20180423:124729	9	636.863625	69.122486	0.787400000401	0.776697638893	0.001	0.988960000134	0.685500000095	1.1538506876	0.976499999428	checkpoint_epochs=False,num_classes=10,epochs=10,batch_size=512,scratchspace=/home/steinbac/deeprace/scripts/gce,n=5,version=1,n_gpus=1,subtract_pixel_mean=True,backend=keras,data_augmentation=True	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.770486	50000	10000	1.	20180423:150804	20180423:151953	0	9.967501	73.549228	0.344180000019	2.04941993092	0.001	0.841940000534	0.302599999762	2.56733038445	0.807500000763	checkpoint_epochs=False,scratchspace=/home/steinbac/deeprace/scripts/gce,num_classes=10,batch_size=512,data_augmentation=True,epochs=10,backend=keras,n_gpus=1,subtract_pixel_mean=True,version=1,n=5	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.770486	50000	10000	1.	20180423:150804	20180423:151953	1	83.518182	69.365006	0.509380000172	1.53561703934	0.001	0.934520000248	0.460800001144	1.67370082836	0.924599999428	checkpoint_epochs=False,scratchspace=/home/steinbac/deeprace/scripts/gce,num_classes=10,batch_size=512,data_augmentation=True,epochs=10,backend=keras,n_gpus=1,subtract_pixel_mean=True,version=1,n=5	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.770486	50000	10000	1.	20180423:150804	20180423:151953	2	152.884563	69.306874	0.587480000439	1.3254385675	0.001	0.957239999943	0.456400000763	1.80450720787	0.934099997711	checkpoint_epochs=False,scratchspace=/home/steinbac/deeprace/scripts/gce,num_classes=10,batch_size=512,data_augmentation=True,epochs=10,backend=keras,n_gpus=1,subtract_pixel_mean=True,version=1,n=5	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.770486	50000	10000	1.	20180423:150804	20180423:151953	3	222.192733	69.73618	0.642600000401	1.17878735073	0.001	0.968000000057	0.561600026989	1.46685484695	0.947100030994	checkpoint_epochs=False,scratchspace=/home/steinbac/deeprace/scripts/gce,num_classes=10,batch_size=512,data_augmentation=True,epochs=10,backend=keras,n_gpus=1,subtract_pixel_mean=True,version=1,n=5	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.770486	50000	10000	1.	20180423:150804	20180423:151953	4	291.930948	69.683991	0.678839999962	1.0731608144	0.001	0.976000000439	0.616499999809	1.30552114239	0.963900001144	checkpoint_epochs=False,scratchspace=/home/steinbac/deeprace/scripts/gce,num_classes=10,batch_size=512,data_augmentation=True,epochs=10,backend=keras,n_gpus=1,subtract_pixel_mean=True,version=1,n=5	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.770486	50000	10000	1.	20180423:150804	20180423:151953	5	361.616324	69.378507	0.71162000021	0.98755778347	0.001	0.979780000286	0.605899999523	1.3750838129	0.966699999046	checkpoint_epochs=False,scratchspace=/home/steinbac/deeprace/scripts/gce,num_classes=10,batch_size=512,data_augmentation=True,epochs=10,backend=keras,n_gpus=1,subtract_pixel_mean=True,version=1,n=5	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.770486	50000	10000	1.	20180423:150804	20180423:151953	6	430.996231	69.452052	0.738620000153	0.917304691029	0.001	0.983520000286	0.581599999523	1.47375994225	0.963299999046	checkpoint_epochs=False,scratchspace=/home/steinbac/deeprace/scripts/gce,num_classes=10,batch_size=512,data_augmentation=True,epochs=10,backend=keras,n_gpus=1,subtract_pixel_mean=True,version=1,n=5	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.770486	50000	10000	1.	20180423:150804	20180423:151953	7	500.449705	69.44315	0.753520000381	0.866074482822	0.001	0.985099999981	0.671800000858	1.2044048912	0.972199999428	checkpoint_epochs=False,scratchspace=/home/steinbac/deeprace/scripts/gce,num_classes=10,batch_size=512,data_augmentation=True,epochs=10,backend=keras,n_gpus=1,subtract_pixel_mean=True,version=1,n=5	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.770486	50000	10000	1.	20180423:150804	20180423:151953	8	569.893981	69.450391	0.770740000496	0.823550371418	0.001	0.986800000134	0.687000000954	1.1627369051	0.972599999523	checkpoint_epochs=False,scratchspace=/home/steinbac/deeprace/scripts/gce,num_classes=10,batch_size=512,data_augmentation=True,epochs=10,backend=keras,n_gpus=1,subtract_pixel_mean=True,version=1,n=5	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	2.770486	50000	10000	1.	20180423:150804	20180423:151953	9	639.345728	69.336881	0.784920000458	0.783642355614	0.001	0.989039999676	0.667499999046	1.23014508419	0.973399999619	checkpoint_epochs=False,scratchspace=/home/steinbac/deeprace/scripts/gce,num_classes=10,batch_size=512,data_augmentation=True,epochs=10,backend=keras,n_gpus=1,subtract_pixel_mean=True,version=1,n=5	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	3.137855	50000	10000	1.	20180423:163112	20180423:164302	0	11.693968	74.683597	0.365380000172	2.01194358345	0.001	0.856260000076	0.345700000811	2.09029800873	0.858699999714	data_augmentation=True,checkpoint_epochs=False,n=5,n_gpus=1,version=1,backend=keras,scratchspace=/home/steinbac/deeprace/scripts/gce,batch_size=512,epochs=10,subtract_pixel_mean=True,num_classes=10	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	3.137855	50000	10000	1.	20180423:163112	20180423:164302	1	86.378831	69.293854	0.518640000534	1.50684179607	0.001	0.938760000095	0.450600001526	1.76388164024	0.908399997902	data_augmentation=True,checkpoint_epochs=False,n=5,n_gpus=1,version=1,backend=keras,scratchspace=/home/steinbac/deeprace/scripts/gce,batch_size=512,epochs=10,subtract_pixel_mean=True,num_classes=10	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	3.137855	50000	10000	1.	20180423:163112	20180423:164302	2	155.673956	69.380377	0.594120000038	1.30933284069	0.001	0.957240000114	0.52040000062	1.5929456974	0.933799999237	data_augmentation=True,checkpoint_epochs=False,n=5,n_gpus=1,version=1,backend=keras,scratchspace=/home/steinbac/deeprace/scripts/gce,batch_size=512,epochs=10,subtract_pixel_mean=True,num_classes=10	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	3.137855	50000	10000	1.	20180423:163112	20180423:164302	3	225.055587	69.236222	0.643520000534	1.18248650841	0.001	0.966780000286	0.577799999714	1.45179518528	0.9507	data_augmentation=True,checkpoint_epochs=False,n=5,n_gpus=1,version=1,backend=keras,scratchspace=/home/steinbac/deeprace/scripts/gce,batch_size=512,epochs=10,subtract_pixel_mean=True,num_classes=10	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
instance-1	resnet32v1	cifar10	3.137855	50000	10000	1.	20180423:163112	20180423:164302	4	294.293115	69.221385	0.677300000076	1.08146844032	0.001	0.974279999886	0.616000000668	1.32844008865	0.957800000572	data_augmentation=True,checkpoint_epochs=False,n=5,n_gpus=1,version=1,backend=keras,scratchspace=/home/steinbac/deeprace/scripts/gce,batch_size=512,epochs=10,subtract_pixel_mean=True,num_classes=10	470218	keras:2.1.5,backend:tensorflow:1.3.0	k80:1,fs:gce,singularity:gce
