host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	acc	loss	val_acc	val_loss	opts	n_model_params	versions	comment
taurusi2077	resnet56v1	cifar10	3.601891	50000.0	10000.0	1.	20180423:100859	20180423:101038	0	9.772011	72.11282730102539	0.046875	2.9971333	0.11307566	7.217726	num_classes=10,n=9,backend=tf,checkpoint_epochs=False,n_gpus=4,subtract_pixel_mean=True,batch_size=512,epochs=15,scratchspace=/home/steinba/development/deeprace,version=1,data_augmentation=True	None	tensorflow:1.7.0	k80:4,fs:nfs,singularity:lustre
taurusi2077	resnet56v1	cifar10	3.601891	50000.0	10000.0	1.	20180423:100859	20180423:101038	1	90.934334	71.99607968330383	0.4921875	1.7777169	0.21792763	4.156581	num_classes=10,n=9,backend=tf,checkpoint_epochs=False,n_gpus=4,subtract_pixel_mean=True,batch_size=512,epochs=15,scratchspace=/home/steinba/development/deeprace,version=1,data_augmentation=True	None	tensorflow:1.7.0	k80:4,fs:nfs,singularity:lustre
taurusi2077	resnet56v1	cifar10	3.601891	50000.0	10000.0	1.	20180423:100859	20180423:101038	2	9.255869	72.21648859977722	0.5703125	1.566669	0.19613487	4.185814	num_classes=10,n=9,backend=tf,checkpoint_epochs=False,n_gpus=4,subtract_pixel_mean=True,batch_size=512,epochs=15,scratchspace=/home/steinba/development/deeprace,version=1,data_augmentation=True	None	tensorflow:1.7.0	k80:4,fs:nfs,singularity:lustre
taurusi2077	resnet56v1	cifar10	3.601891	50000.0	10000.0	1.	20180423:100859	20180423:101038	3	83.394807	72.08688616752625	0.6484375	1.2954905	0.41118422	2.2542932	num_classes=10,n=9,backend=tf,checkpoint_epochs=False,n_gpus=4,subtract_pixel_mean=True,batch_size=512,epochs=15,scratchspace=/home/steinba/development/deeprace,version=1,data_augmentation=True	None	tensorflow:1.7.0	k80:4,fs:nfs,singularity:lustre
taurusi2077	resnet56v1	cifar10	3.601891	50000.0	10000.0	1.	20180423:100859	20180423:101038	4	9.556494	71.92143297195435	0.703125	1.1952374	0.6262336	1.342182	num_classes=10,n=9,backend=tf,checkpoint_epochs=False,n_gpus=4,subtract_pixel_mean=True,batch_size=512,epochs=15,scratchspace=/home/steinba/development/deeprace,version=1,data_augmentation=True	None	tensorflow:1.7.0	k80:4,fs:nfs,singularity:lustre
taurusi2077	resnet56v1	cifar10	3.601891	50000.0	10000.0	1.	20180423:100859	20180423:101038	5	83.812742	71.71754288673401	0.7734375	1.0031595	0.5674342	1.5243883	num_classes=10,n=9,backend=tf,checkpoint_epochs=False,n_gpus=4,subtract_pixel_mean=True,batch_size=512,epochs=15,scratchspace=/home/steinba/development/deeprace,version=1,data_augmentation=True	None	tensorflow:1.7.0	k80:4,fs:nfs,singularity:lustre
taurusi2077	resnet56v1	cifar10	3.601891	50000.0	10000.0	1.	20180423:100859	20180423:101038	6	9.452591	71.7928216457367	0.7890625	0.9188885	0.5365954	1.6189877	num_classes=10,n=9,backend=tf,checkpoint_epochs=False,n_gpus=4,subtract_pixel_mean=True,batch_size=512,epochs=15,scratchspace=/home/steinba/development/deeprace,version=1,data_augmentation=True	None	tensorflow:1.7.0	k80:4,fs:nfs,singularity:lustre
taurusi2077	resnet56v1	cifar10	3.601891	50000.0	10000.0	1.	20180423:100859	20180423:101038	7	83.580834	71.7681257724762	0.828125	0.8268564	0.42228618	2.1391788	num_classes=10,n=9,backend=tf,checkpoint_epochs=False,n_gpus=4,subtract_pixel_mean=True,batch_size=512,epochs=15,scratchspace=/home/steinba/development/deeprace,version=1,data_augmentation=True	None	tensorflow:1.7.0	k80:4,fs:nfs,singularity:lustre
taurusi2077	resnet56v1	cifar10	3.601891	50000.0	10000.0	1.	20180423:100859	20180423:101038	8	9.331072	71.84337139129639	0.7890625	0.7924186	0.6599507	1.2085543	num_classes=10,n=9,backend=tf,checkpoint_epochs=False,n_gpus=4,subtract_pixel_mean=True,batch_size=512,epochs=15,scratchspace=/home/steinba/development/deeprace,version=1,data_augmentation=True	None	tensorflow:1.7.0	k80:4,fs:nfs,singularity:lustre
taurusi2077	resnet56v1	cifar10	3.601891	50000.0	10000.0	1.	20180423:100859	20180423:101038	9	83.328139	71.81259894371033	0.890625	0.690462	0.5896382	1.5238415	num_classes=10,n=9,backend=tf,checkpoint_epochs=False,n_gpus=4,subtract_pixel_mean=True,batch_size=512,epochs=15,scratchspace=/home/steinba/development/deeprace,version=1,data_augmentation=True	None	tensorflow:1.7.0	k80:4,fs:nfs,singularity:lustre
